DENSITY,GLASNO,SIO2,AL2O3,B2O3,CAO,K2O,NA2O,Li2O,MgO,ZRO2,FemOn,"Somme (Si, B, Na, Ca, Al, Zr, K, Li, Mg, Fe)"
2.45,20928,32.84,0,28.54,0,38.61,0,0,0,0,0,99.99
2.46,20929,53.28,0,4.87,0,41.83,0,0,0,0,0,99.98
2.47,20930,50.58,0,9.76,0,39.64,0,0,0,0,0,99.98
2.48,20931,47.28,0,15.65,0,37.06,0,0,0,0,0,99.99
2.49,20932,46.03,0,17.81,0,36.15,0,0,0,0,0,99.99
2.49,20933,45.04,0,19.58,0,35.37,0,0,0,0,0,99.99
2.49,20934,44.13,0,21.26,0,34.59,0,0,0,0,0,99.98
2.48,20935,40.89,0,26.98,0,32.12,0,0,0,0,0,99.99
2.46,20936,37.74,0,32.73,0,29.52,0,0,0,0,0,99.99
2.39,20937,33.98,0,39.37,0,26.63,0,0,0,0,0,99.98
2.45,20938,62.4,0,5.07,0,32.52,0,0,0,0,0,99.99
2.46,20939,61.24,0,6.79,0,31.96,0,0,0,0,0,99.99
2.49,20941,56.19,0,14.48,0,29.32,0,0,0,0,0,99.99
2.5,20943,54.24,0,17.4,0,28.34,0,0,0,0,0,99.98
2.5,20944,53.1,0,19.23,0,27.66,0,0,0,0,0,99.99
2.5,20945,52.38,0,20.23,0,27.37,0,0,0,0,0,99.98
2.49,20946,51.42,0,21.74,0,26.82,0,0,0,0,0,99.98
2.48,20947,49.92,0,24.07,0,26,0,0,0,0,0,99.99
2.48,20948,49.13,0,25.28,0,25.58,0,0,0,0,0,99.99
2.46,20949,47.98,0,26.98,0,25.02,0,0,0,0,0,99.98
2.42,20950,45.77,0,30.3,0,23.91,0,0,0,0,0,99.98
2.38,20951,43.56,0,33.62,0,22.81,0,0,0,0,0,99.99
2.48,20952,63.11,0,12.22,0,24.66,0,0,0,0,0,99.99
2.48,20953,62.54,0,12.94,0,24.51,0,0,0,0,0,99.99
2.39,20954,75.4,0,3.83,0,20.75,0,0,0,0,0,99.98
2.42,20955,72.56,0,7.44,0,19.99,0,0,0,0,0,99.99
2.44,20956,70.8,0,9.65,0,19.53,0,0,0,0,0,99.98
2.44,20957,70.14,0,10.61,0,19.23,0,0,0,0,0,99.98
2.46,20958,69.15,0,11.76,0,19.07,0,0,0,0,0,99.98
2.45,20959,65.97,0,15.85,0,18.16,0,0,0,0,0,99.98
2.44,20960,65.29,0,16.69,0,18.01,0,0,0,0,0,99.99
2.43,20961,63.75,0,18.67,0,17.56,0,0,0,0,0,99.98
2.39,20962,61.94,0,21.08,0,16.97,0,0,0,0,0,99.99
2.38,20963,60.59,0,22.73,0,16.66,0,0,0,0,0,99.98
2.36,20964,59.07,0,24.7,0,16.21,0,0,0,0,0,99.98
2.34,20965,57.82,0,26.25,0,15.91,0,0,0,0,0,99.98
2.31,20966,55.83,0,28.83,0,15.32,0,0,0,0,0,99.98
2.28,20967,53.85,0,31.41,0,14.73,0,0,0,0,0,99.99
2.25,20968,51.09,0,34.77,0,14.12,0,0,0,0,0,99.98
2.18,20752,71.39,0,23.62,0,0,4.98,0,0,0,0,99.99
2.16,20753,67.22,0,27.82,0,0,4.95,0,0,0,0,99.99
2.15,20754,63.73,0,31.33,0,0,4.92,0,0,0,0,99.98
2.14,20755,61.95,0,33.13,0,0,4.91,0,0,0,0,99.99
2.31,20757,72.87,0,18.8,0,0,8.31,0,0,0,0,99.98
2.38,20761,80.38,0,9.46,0,0,10.14,0,0,0,0,99.98
2.38,20762,75.75,0,14.15,0,0,10.08,0,0,0,0,99.98
2.37,20763,73.03,0,16.92,0,0,10.04,0,0,0,0,99.99
2.33,20764,67.63,0,22.39,0,0,9.96,0,0,0,0,99.98
2.3,20765,64.12,0,25.95,0,0,9.91,0,0,0,0,99.98
2.27,20766,59.7,0,30.43,0,0,9.85,0,0,0,0,99.98
2.26,20767,57.1,0,33.08,0,0,9.81,0,0,0,0,99.99
2.41,20776,78.7,0,9.11,0,0,12.17,0,0,0,0,99.98
2.43,20777,71.03,0,16.91,0,0,12.04,0,0,0,0,99.98
2.37,20780,59.88,0,27.75,0,0,12.35,0,0,0,0,99.98
2.42,20787,77.79,0,7.98,0,0,14.22,0,0,0,0,99.99
2.44,20788,62.63,0,23.44,0,0,13.91,0,0,0,0,99.98
2.33,20790,84.59,0,0,0,0,15.4,0,0,0,0,99.99
2.44,20792,76.23,0,8.54,0,0,15.21,0,0,0,0,99.98
2.45,20793,73.48,0,11.35,0,0,15.16,0,0,0,0,99.99
2.47,20794,70.76,0,14.13,0,0,15.1,0,0,0,0,99.99
2.47,20795,64.52,0,20.51,0,0,14.96,0,0,0,0,99.99
2.47,20796,64.09,0,20.94,0,0,14.95,0,0,0,0,99.98
2.47,20797,62.71,0,22.35,0,0,14.92,0,0,0,0,99.98
2.42,20798,54.84,0,30.39,0,0,14.75,0,0,0,0,99.98
2.4,20799,52.26,0,33.03,0,0,14.7,0,0,0,0,99.99
2.42,20803,47.25,0,36.46,0,0,16.28,0,0,0,0,99.99
2.5,20806,68.31,0,13.56,0,0,18.11,0,0,0,0,99.98
2.51,20807,59.76,0,22.33,0,0,17.89,0,0,0,0,99.98
2.38,20815,79.49,0,0,0,0,20.5,0,0,0,0,99.99
2.45,20816,73.94,0,5.71,0,0,20.34,0,0,0,0,99.99
2.5,20817,68.48,0,11.33,0,0,20.18,0,0,0,0,99.99
2.51,20818,64.92,0,14.99,0,0,20.08,0,0,0,0,99.99
2.52,20819,63.09,0,16.87,0,0,20.02,0,0,0,0,99.98
2.52,20820,61.28,0,18.73,0,0,19.97,0,0,0,0,99.98
2.52,20821,60.12,0,19.93,0,0,19.94,0,0,0,0,99.99
2.51,20822,52.58,0,27.69,0,0,19.72,0,0,0,0,99.99
2.49,20823,47.44,0,32.98,0,0,19.57,0,0,0,0,99.99
2.43,20824,37.39,0,43.32,0,0,19.28,0,0,0,0,99.99
2.53,20830,53.75,0,24.46,0,0,21.78,0,0,0,0,99.99
2.51,20834,65.98,0,11.32,0,0,22.68,0,0,0,0,99.98
2.53,20835,60.62,0,16.85,0,0,22.51,0,0,0,0,99.98
2.54,20836,55.35,0,22.3,0,0,22.34,0,0,0,0,99.99
2.53,20837,50.15,0,27.67,0,0,22.17,0,0,0,0,99.99
2.43,20843,74.41,0,0,0,0,25.58,0,0,0,0,99.99
2.48,20844,68.9,0,5.7,0,0,25.38,0,0,0,0,99.98
2.51,20845,65.32,0,9.41,0,0,25.25,0,0,0,0,99.98
2.52,20846,63.49,0,11.31,0,0,25.18,0,0,0,0,99.98
2.52,20847,60.81,0,14.09,0,0,25.09,0,0,0,0,99.99
2.53,20848,58.15,0,16.84,0,0,24.99,0,0,0,0,99.98
2.54,20849,56.36,0,18.7,0,0,24.93,0,0,0,0,99.99
2.54,20850,52.9,0,22.29,0,0,24.8,0,0,0,0,99.99
2.54,20851,52.07,0,23.15,0,0,24.77,0,0,0,0,99.99
2.53,20852,45.17,0,30.3,0,0,24.52,0,0,0,0,99.99
2.53,20853,42.63,0,32.93,0,0,24.43,0,0,0,0,99.99
2.52,20854,39.31,0,36.37,0,0,24.31,0,0,0,0,99.99
2.5,20855,35.13,0,40.7,0,0,24.15,0,0,0,0,99.98
2.54,20863,45.3,0,27.63,0,0,27.05,0,0,0,0,99.98
2.54,20864,40.23,0,32.9,0,0,26.85,0,0,0,0,99.98
2.54,20865,54.14,0,17.92,0,0,27.92,0,0,0,0,99.98
2.47,20868,69.34,0,0,0,0,30.65,0,0,0,0,99.99
2.53,20869,58.51,0,11.3,0,0,30.18,0,0,0,0,99.99
2.54,20870,53.22,0,16.82,0,0,29.94,0,0,0,0,99.98
2.54,20871,52.7,0,17.36,0,0,29.92,0,0,0,0,99.98
2.54,20872,48.02,0,22.25,0,0,29.72,0,0,0,0,99.99
2.54,20873,42.89,0,27.61,0,0,29.49,0,0,0,0,99.99
2.54,20874,40.35,0,30.25,0,0,29.38,0,0,0,0,99.98
2.53,20875,34.54,0,36.32,0,0,29.13,0,0,0,0,99.99
2.51,20876,30.4,0,40.64,0,0,28.94,0,0,0,0,99.98
2.49,20878,66,0,0,0,0,33.99,0,0,0,0,99.99
2.51,20879,32.1,0,32.82,0,0,35.06,0,0,0,0,99.98
2.52,20880,35.66,0,27.54,0,0,36.78,0,0,0,0,99.98
2.52,20881,45.17,0,14.9,0,0,39.91,0,0,0,0,99.98
2.51,20882,38.3,0,22.18,0,0,39.5,0,0,0,0,99.98
2.47,21001,63.07,3.27,6.1,0,27.54,0,0,0,0,0,99.98
2.38,21006,71.84,0,0,0,28.15,0,0,0,0,0,99.99
2.51,21014,40.41,11.14,23.41,0,0,5.21,12.56,0,7.25,0,99.98
2.57,21015,36.47,10.05,21.13,0,0,23.51,2.26,0,6.54,0,99.96
2.29,21022,85.04,7.12,0,0,0,0,7.83,0,0,0,99.99
2.31,21023,81.74,10.53,0,0,0,0,7.71,0,0,0,99.98
2.33,21024,78.54,13.84,0,0,0,0,7.6,0,0,0,99.98
2.35,21025,75.43,17.06,0,0,0,0,7.5,0,0,0,99.99
2.36,21026,72.4,20.19,0,0,0,0,7.39,0,0,0,99.98
2.36,21027,68.01,24.73,0,0,0,0,7.24,0,0,0,99.98
2.37,21028,66.59,26.2,0,0,0,0,7.19,0,0,0,99.98
2.39,21029,63.8,29.08,0,0,0,0,7.1,0,0,0,99.98
2.41,21030,58.44,34.63,0,0,0,0,6.92,0,0,0,99.99
2.36,21031,76.64,4,0,0,0,0,19.35,0,0,0,99.99
2.36,21032,74.53,7.78,0,0,0,0,17.67,0,0,0,99.98
2.37,21033,72.54,11.36,0,0,0,0,16.09,0,0,0,99.99
2.38,21034,70.64,14.75,0,0,0,0,14.59,0,0,0,99.98
2.38,21035,68.85,17.97,0,0,0,0,13.17,0,0,0,99.99
2.39,21036,67.14,21.03,0,0,0,0,11.81,0,0,0,99.98
2.39,21037,65.52,23.94,0,0,0,0,10.52,0,0,0,99.98
2.39,21038,63.97,26.72,0,0,0,0,9.3,0,0,0,99.99
2.4,21039,62.86,28.72,0,0,0,0,8.41,0,0,0,99.99
2.39,21040,63.22,28.06,0,0,0,0,8.7,0,0,0,99.98
2.42,21041,61.09,31.89,0,0,0,0,7.01,0,0,0,99.99
2.43,21042,59.74,34.31,0,0,0,0,5.94,0,0,0,99.99
2.41,21043,57.75,32.66,0,0,0,0,9.57,0,0,0,99.98
2.41,21044,58.43,32.51,0,0,0,0,9.05,0,0,0,99.99
2.41,21045,59.77,32.2,0,0,0,0,8.02,0,0,0,99.99
2.43,21046,62.38,31.59,0,0,0,0,6.01,0,0,0,99.98
2.4,21047,63.64,31.3,0,0,0,0,5.04,0,0,0,99.98
2.38,21079,66,9,0,0,0,0,25,0,0,0,100
2.45,21080,45,30,0,0,0,0,25,0,0,0,100
2.35,21081,70,5,0,0,0,0,25,0,0,0,100
2.36,21082,50,25,0,0,0,0,25,0,0,0,100
2.41,21083,57,14,0,0,0,0,29,0,0,0,100
2.36,21084,70,7,0,0,0,0,23,0,0,0,100
2.42,21085,67,0,0,0,0,0,33,0,0,0,100
2.35,21086,66,21,0,0,0,0,13,0,0,0,100
2.36,21087,70,13,0,0,0,0,17,0,0,0,100
2.41,21088,62,21,0,0,0,0,17,0,0,0,100
2.37,21089,63,5,0,0,0,0,32,0,0,0,100
2.39,21090,61,9,0,0,0,0,30,0,0,0,100
2.73,21107,64.37,0,0,0,0,0,7.11,0,0,28.51,99.99
2.7,21108,63.16,0,0,0,0,3.61,5.23,0,0,27.97,99.97
2.7,21109,62.57,0,0,0,0,5.37,4.32,0,0,27.72,99.98
2.69,21110,62,0,0,0,0,7.1,3.42,0,0,27.46,99.98
2.69,21111,61.43,0,0,0,0,8.8,2.54,0,0,27.21,99.98
2.69,21112,60.88,0,0,0,0,10.46,1.68,0,0,26.96,99.98
2.68,21113,59.8,0,0,0,0,13.7,0,0,0,26.49,99.99
2.61,21181,45.03,25.47,0,14.01,0,15.49,0,0,0,0,100
2.57,21182,52.21,22.15,0,12.18,0,13.46,0,0,0,0,100
2.52,21183,57.72,19.59,0,10.78,0,11.91,0,0,0,0,100
2.5,21184,62.1,17.56,0,9.66,0,10.68,0,0,0,0,100
2.47,21185,65.65,15.92,0,8.75,0,9.67,0,0,0,0,99.99
2.82,21186,54.28,2.92,0,41.03,0,1.77,0,0,0,0,100
2.79,21187,55.15,3.88,0,38.6,0,2.35,0,0,0,0,99.98
2.74,21188,56.83,5.82,0,33.79,0,3.55,0,0,0,0,99.99
2.69,21189,58.65,7.75,0,28.87,0,4.71,0,0,0,0,99.98
2.62,21190,61.09,10.69,0,21.72,0,6.5,0,0,0,0,100
2.59,21191,61.93,11.66,0,19.31,0,7.09,0,0,0,0,99.99
2.56,21192,62.79,12.64,0,16.89,0,7.68,0,0,0,0,100
2.54,21193,63.64,13.61,0,14.48,0,8.27,0,0,0,0,100
2.51,21194,64.49,14.58,0,12.07,0,8.86,0,0,0,0,100
2.47,21195,65.26,15.63,0,9.63,0,9.46,0,0,0,0,99.98
2.46,21196,66.19,16.52,0,7.24,0,10.05,0,0,0,0,100
2.45,21197,66.7,17.11,0,5.79,0,10.4,0,0,0,0,100
2.39,21198,68.74,19.44,0,0,0,11.82,0,0,0,0,100
2.41,21199,56.75,0,26.3,0,0,0,16.93,0,0,0,99.98
2.4,21200,49.13,9.26,25.3,0,0,0,16.29,0,0,0,99.98
2.39,21201,45.54,13.63,24.83,0,0,0,15.98,0,0,0,99.98
2.39,21202,42.07,17.85,24.37,0,0,0,15.69,0,0,0,99.98
2.38,21203,35.51,25.82,23.51,0,0,0,15.13,0,0,0,99.97
2.53,21204,48.02,0,22.25,0,0,29.72,0,0,0,0,99.99
2.51,21205,41.81,7.88,21.53,0,0,28.75,0,0,0,0,99.97
2.5,21206,38.86,11.63,21.19,0,0,28.3,0,0,0,0,99.98
2.49,21207,36,15.27,20.86,0,0,27.85,0,0,0,0,99.98
2.47,21208,30.54,22.21,20.22,0,0,27,0,0,0,0,99.97
2.38,21209,69.33,14.11,0,0,0,0,16.55,0,0,0,99.99
2.4,21210,63.22,13.99,6.37,0,0,0,16.4,0,0,0,99.98
2.4,21211,57.23,13.87,12.63,0,0,0,16.26,0,0,0,99.99
2.4,21212,51.33,13.75,18.78,0,0,0,16.12,0,0,0,99.98
2.39,21213,45.54,13.63,24.83,0,0,0,15.98,0,0,0,99.98
2.39,21214,39.84,13.52,30.77,0,0,0,15.85,0,0,0,99.98
2.48,21215,58.86,11.98,0,0,0,29.14,0,0,0,0,99.98
2.5,21216,53.75,11.89,5.41,0,0,28.93,0,0,0,0,99.98
2.51,21217,48.71,11.81,10.75,0,0,28.71,0,0,0,0,99.98
2.51,21218,43.75,11.72,16.01,0,0,28.5,0,0,0,0,99.98
2.5,21219,38.86,11.63,21.19,0,0,28.3,0,0,0,0,99.98
2.49,21220,34.04,11.55,26.3,0,0,28.09,0,0,0,0,99.98
2.39,21221,45.54,13.63,24.83,0,0,0,15.98,0,0,0,99.98
2.42,21222,44.27,13.25,24.14,0,0,5.37,12.95,0,0,0,99.98
2.44,21223,43.07,12.89,23.48,0,0,10.45,10.08,0,0,0,99.97
2.46,21224,41.94,12.55,22.86,0,0,15.26,7.36,0,0,0,99.97
2.48,21225,40.86,12.23,22.28,0,0,19.83,4.78,0,0,0,99.98
2.49,21226,39.84,11.93,21.72,0,0,24.17,2.33,0,0,0,99.99
2.5,21227,38.86,11.63,21.19,0,0,28.3,0,0,0,0,99.98
2.62,21286,65.56,0,0,18.83,0,15.61,0,0,0,0,100
2.5,21436,75,0,0,10,0,15,0,0,0,0,100
2.5,21437,73.4,0,0,12.9,0,13.7,0,0,0,0,100
2.14,21455,91.8,8.19,0,0,0,0,0,0,0,0,99.99
2.17,21456,94.25,0,5.74,0,0,0,0,0,0,0,99.99
2.19,21457,89.42,4.94,5.63,0,0,0,0,0,0,0,99.99
2.24,21458,83.27,11.24,5.48,0,0,0,0,0,0,0,99.99
2.17,21459,80.32,14.26,5.41,0,0,0,0,0,0,0,99.99
2.47,21767,72.73,0.04,5.92,2.05,13.96,5.2,0,0,0,0,99.9
2.37,21772,72,5,12,0,0,11,0,0,0,0,100
2.37,21773,71,5,14,0,0,10,0,0,0,0,100
2.62,22045,51.4,34.82,0,0,0,0,0,13.76,0,0,99.98
2.61,22054,55.02,29.99,0,0,0,0,0,14.98,0,0,99.99
2.58,22055,50.01,35.02,0,0,0,0,0,14.96,0,0,99.99
2.66,22056,54.93,33.05,0,0,0,0,0,12.01,0,0,99.99
2.45,22057,54.99,22.03,0,0,0,0,0,22.97,0,0,99.99
2.61,22058,69.99,20.01,0,0,0,0,0,9.98,0,0,99.98
2.53,22112,53.52,16.81,0,0,0,16.35,0,13.29,0,0,99.97
2.63,22113,50.87,15.98,0,17.58,0,15.54,0,0,0,0,99.97
2.46,22130,64.59,0,12.07,0,0,10.74,0,12.58,0,0,99.98
2.58,22131,61.56,0,11.5,16.68,0,10.24,0,0,0,0,99.98
2.7,22198,51.6,4.74,0,32.17,0,0,11.46,0,0,0,99.97
2.67,22199,46.22,9.87,0,32.38,0,0,11.52,0,0,0,99.99
2.69,22200,40.95,14.66,0,32.77,0,0,11.6,0,0,0,99.98
2.76,22201,49.07,4.69,0,40.83,0,0,5.39,0,0,0,99.98
2.75,22202,44.06,9.23,0,41.22,0,0,5.46,0,0,0,99.97
2.77,22203,38.93,14.12,0,41.42,0,0,5.51,0,0,0,99.98
2.79,22204,28.26,23.98,0,42.15,0,0,5.6,0,0,0,99.99
2.77,22205,47.37,4.52,0,47.08,0,0,1.01,0,0,0,99.98
2.81,22206,42.4,9.06,0,47.47,0,0,1.05,0,0,0,99.98
2.81,22207,37.39,13.59,0,47.92,0,0,1.08,0,0,0,99.98
2.86,22208,27.1,23.07,0,48.72,0,0,1.08,0,0,0,99.97
2.77,22209,47.19,4.33,0,47.95,0,0,0.5,0,0,0,99.97
2.81,22210,42.22,9.02,0,48.2,0,0,0.54,0,0,0,99.98
2.85,22211,37.22,13.53,0,48.7,0,0,0.53,0,0,0,99.98
2.87,22212,27.06,22.96,0,49.45,0,0,0.51,0,0,0,99.98
2.44,22218,48.53,16.47,11.24,0,0,12.01,0,11.72,0,0,99.97
2.56,22219,46.41,15.75,10.75,15.59,0,11.48,0,0,0,0,99.98
2.5,22224,56.62,6.4,17.49,0,0,19.47,0,0,0,0,99.98
2.48,22225,46.62,18.25,16.62,0,0,18.49,0,0,0,0,99.98
2.41,22226,41.98,23.75,16.21,0,0,18.04,0,0,0,0,99.98
2.48,22230,47.54,12.41,21.18,0,0,18.86,0,0,0,0,99.99
2.41,22231,42.79,18.15,20.66,0,0,18.39,0,0,0,0,99.99
2.49,22237,54.95,15.54,10.61,0,0,18.89,0,0,0,0,99.99
2.48,22238,54.41,18.46,8.4,0,0,18.71,0,0,0,0,99.98
2.36,22329,72.22,0,0,0,27.77,0,0,0,0,0,99.99
2.43,22559,65.29,0,0,0,0,34.7,0,0,0,0,99.99
2.35,22560,79.6,0,0,0,0,0,20.39,0,0,0,99.99
2.39,387365,0,0,68.55,0,0,31.44,0,0,0,0,99.99
2.48,22991,72,0,0,6,0,22,0,0,0,0,100
2.2,23698,100,0,0,0,0,0,0,0,0,0,100
2.9,23699,51.72,0,0,48.27,0,0,0,0,0,0,99.99
2.58,23700,49.22,0,0,0,0,50.77,0,0,0,0,99.99
2.38,23701,68.74,19.44,0,0,0,11.81,0,0,0,0,99.99
2.38,23702,42.29,35.88,0,0,0,21.81,0,0,0,0,99.98
2.7,23703,43.19,36.64,0,20.15,0,0,0,0,0,0,99.98
2.69,23677,45.56,9.66,0,21.26,0,23.5,0,0,0,0,99.98
2.67,23678,41.55,17.62,0,19.39,0,21.43,0,0,0,0,99.99
2.66,23679,38.18,24.29,0,17.81,0,19.69,0,0,0,0,99.97
2.65,23680,35.32,29.97,0,16.48,0,18.21,0,0,0,0,99.98
2.65,23681,32.86,34.85,0,15.33,0,16.94,0,0,0,0,99.98
2.64,23682,30.72,39.09,0,14.33,0,15.84,0,0,0,0,99.98
2.63,23683,60.42,0,0,18.79,0,20.77,0,0,0,0,99.98
2.62,23684,55.66,7.87,0,17.31,0,19.14,0,0,0,0,99.98
2.62,23685,51.6,14.59,0,16.05,0,17.74,0,0,0,0,99.98
2.61,23686,48.09,20.4,0,14.96,0,16.53,0,0,0,0,99.98
2.61,23687,45.03,25.47,0,14,0,15.48,0,0,0,0,99.98
2.6,23688,42.33,29.93,0,13.17,0,14.55,0,0,0,0,99.98
2.6,23689,39.94,33.89,0,12.42,0,13.73,0,0,0,0,99.98
2.57,23690,67.05,0,0,15.64,0,17.29,0,0,0,0,99.98
2.57,23691,62.6,6.64,0,14.6,0,16.14,0,0,0,0,99.98
2.57,23692,58.7,12.45,0,13.69,0,15.13,0,0,0,0,99.97
2.57,23693,55.26,17.58,0,12.89,0,14.25,0,0,0,0,99.98
2.57,23694,52.2,22.14,0,12.18,0,13.46,0,0,0,0,99.98
2.53,23695,71.78,0,0,13.4,0,14.81,0,0,0,0,99.99
2.53,23696,67.66,5.74,0,12.63,0,13.96,0,0,0,0,99.99
2.49,23697,75.33,0,0,11.71,0,12.95,0,0,0,0,99.99
2.41,23704,74.41,0,0,0,0,25.58,0,0,0,0,99.99
2.2,24047,100,0,0,0,0,0,0,0,0,0,100
2.2,24048,100,0,0,0,0,0,0,0,0,0,100
2.48,24171,66,0,0,0,0,33.99,0,0,0,0,99.99
2.38,141061,79.49,0,0,0,0,20.5,0,0,0,0,99.99
2.46,141068,52.36,29.62,0,0,0,18,0,0,0,0,99.98
2.52,24659,71.76,0,0,13.41,0,14.82,0,0,0,0,99.99
2.59,24660,56.1,0,16.28,13.11,0,14.49,0,0,0,0,99.98
2.59,24661,48.59,0,24.09,12.97,0,14.33,0,0,0,0,99.98
2.58,24662,41.13,0,31.85,12.82,0,14.17,0,0,0,0,99.97
2.56,24663,33.94,0,39.33,12.69,0,14.02,0,0,0,0,99.98
2.54,24664,26.9,0,46.65,12.55,0,13.87,0,0,0,0,99.97
2.47,24665,13.17,0,60.94,12.29,0,13.58,0,0,0,0,99.98
2.5,160533,59.4,9.36,0,0,0,31.22,0,0,0,0,99.98
2.49,160534,61.4,9.68,0,0,0,25.78,3.13,0,0,0,99.99
2.46,160535,63.5,10.01,0,0,0,20.05,6.42,0,0,0,99.98
2.44,160536,65.79,10.37,0,0,0,13.81,10.01,0,0,0,99.98
2.4,160537,68.21,10.75,0,0,0,7.21,13.8,0,0,0,99.97
2.38,160538,70.86,11.17,0,0,0,0,17.95,0,0,0,99.98
2.2,160545,100,0,0,0,0,0,0,0,0,0,100
2.68,160557,66.55,0,0,33.44,0,0,0,0,0,0,99.99
2.79,160560,61.64,0,0,38.35,0,0,0,0,0,0,99.99
2.85,160566,56.7,0,0,43.29,0,0,0,0,0,0,99.99
2.2,40339,100,0,0,0,0,0,0,0,0,0,100
2.22,123821,80.14,2.2,13.4,0.03,0.88,3.32,0,0,0,0,99.97
2.42,9725,74.4,0,0,0,0,25.6,0,0,0,0,100
2.42,9726,74.4,0,0,0,0,25.6,0,0,0,0,100
2.47,9727,66.3,0,0,0,0,33.7,0,0,0,0,100
2.45,14377,67.1,7.4,0,0,0,25.5,0,0,0,0,100
2.2,9770,100,0,0,0,0,0,0,0,0,0,100
2.28,9771,89.71,0,0,0,0,10.28,0,0,0,0,99.99
2.33,9772,84.59,0,0,0,0,15.4,0,0,0,0,99.99
2.38,9773,79.49,0,0,0,0,20.5,0,0,0,0,99.99
2.43,9774,74.41,0,0,0,0,25.58,0,0,0,0,99.99
2.47,9775,69.34,0,0,0,0,30.65,0,0,0,0,99.99
2.49,9776,64.29,0,0,0,0,35.7,0,0,0,0,99.99
2.52,9777,59.25,0,0,0,0,40.74,0,0,0,0,99.99
2.35,9800,80.32,0,0,0,0,0,19.67,0,0,0,99.99
2.32,9801,84.59,0,0,0,0,15.4,0,0,0,0,99.99
2.38,9802,79.49,0,0,0,0,20.5,0,0,0,0,99.99
2.42,9803,74.41,0,0,0,0,25.58,0,0,0,0,99.99
2.46,9804,69.34,0,0,0,0,30.65,0,0,0,0,99.99
2.47,9805,66.3,0,0,0,0,33.69,0,0,0,0,99.99
2.48,9806,64.29,0,0,0,0,35.7,0,0,0,0,99.99
2.34,12257,83.23,0,0,0,0,5.72,11.03,0,0,0,99.98
2.37,12258,80.84,0,0,0,0,11.11,8.04,0,0,0,99.99
2.39,12259,78.57,0,0,0,0,16.21,5.21,0,0,0,99.99
2.41,12260,76.43,0,0,0,0,21.02,2.53,0,0,0,99.98
2.35,9965,80.1,0,0,0,0,0,19.89,0,0,0,99.99
2.43,72885,74.41,0,0,0,0,25.58,0,0,0,0,99.99
2.47,246,69.34,0,0,0,0,30.65,0,0,0,0,99.99
2.52,1793,59.25,0,0,0,0,40.74,0,0,0,0,99.99
2.39,25535,70,10,0,0,0,0,20,0,0,0,100
2.36,25536,72.5,10,0,0,0,0,17.5,0,0,0,100
2.36,25537,75,10,0,0,0,0,15,0,0,0,100
2.33,25538,80,10,0,0,0,0,10,0,0,0,100
2.39,25539,65,15,0,0,0,0,20,0,0,0,100
2.38,25540,67.5,15,0,0,0,0,17.5,0,0,0,100
2.38,25541,70,15,0,0,0,0,15,0,0,0,100
2.37,25542,72.5,15,0,0,0,0,12.5,0,0,0,100
2.43,25543,70,5,0,5,0,0,20,0,0,0,100
2.41,25544,74,5,0,5,0,0,16,0,0,0,100
2.4,25545,78,5,0,5,0,0,12,0,0,0,100
2.49,25546,63,5,0,10,0,0,22,0,0,0,100
2.47,25547,68,5,0,10,0,0,17,0,0,0,100
2.46,25548,72,5,0,10,0,0,13,0,0,0,100
2.52,25549,58,10,0,13,0,0,19,0,0,0,100
2.5,25550,65,10,0,13,0,0,12,0,0,0,100
2.48,25551,70,10,0,13,0,0,7,0,0,0,100
2.38,25552,72.5,10,0,0,0,0,17.5,0,0,0,100
2.43,25553,61.1,8.4,0,0,0,30.5,0,0,0,0,100
2.33,25554,80,10,0,0,0,0,10,0,0,0,100
2.47,25555,68,5,0,10,0,0,17,0,0,0,100
2.47,25556,57.5,4.2,0,8.5,0,29.8,0,0,0,0,100
2.46,25557,72,5,0,10,0,0,13,0,0,0,100
2.46,25558,63.2,4.4,0,8.8,0,23.6,0,0,0,0,100
2.52,25730,67,3,5,10,0,15,0,0,0,0,100
2.96,25801,6.22,42.26,0,47.32,0,0,0,4.17,0,0,99.97
2.45,25847,75.99,0,0,6,0,15,0,3,0,0,99.99
2.42,25848,74,0,0,1.99,0,20.99,0,3,0,0,99.98
2.45,25849,73.99,0,0,4,0,19,0,2.99,0,0,99.98
2.46,25850,73.99,0,0,5.99,0,17,0,2.99,0,0,99.97
2.46,25851,72,0,0,4,0,20.99,0,2.99,0,0,99.98
2.48,25852,71.99,0,0,6,0,19,0,2.99,0,0,99.98
2.47,25853,70,0,0,2.99,0,24,0,2.99,0,0,99.98
2.48,25854,69.99,0,0,5,0,22,0,2.99,0,0,99.98
2.5,25855,68,0,0,5.99,0,22.99,0,3,0,0,99.98
2.35,25856,76.99,0,0,0,0,18,0,4.99,0,0,99.98
2.41,25857,77,0,0,1.89,0,16.1,0,4.99,0,0,99.98
2.48,25858,77,0,0,3.79,0,14.2,0,4.99,0,0,99.98
2.41,25859,75.1,0,0,0,0,19.89,0,5,0,0,99.99
2.43,25860,75.1,0,0,1.9,0,17.99,0,4.99,0,0,99.98
2.44,25861,75.1,0,0,3.79,0,16.1,0,4.99,0,0,99.98
2.45,25862,75.1,0,0,5.69,0,14.2,0,5,0,0,99.99
2.46,25863,75.09,0,0,7.6,0,12.3,0,4.99,0,0,99.98
2.48,25864,74.99,0,0,12,0,8,0,4.99,0,0,99.98
