DENSITY,Num,Origin,Year,Somme Ox,Al2O3,B2O3,BaO,CaO,Fe2O3,K2O,Li2O,MgO,Na2O,SiO2,SrO,ZrO2
2.52,164236,SCIGLASS,2000,106.83,0,0,0,15.3,0,0,15,0,0,76.53,0,0
2.3,112216,SCIGLASS,1990,106.71,0,25,0,0,0,0,50,0,0,31.71,0,0
2.3,83709,SCIGLASS,1994,106.71,0,25,0,0,0,0,50,0,0,31.71,0,0
2.51,416457,SCIGLASS,2008,106.7,25,0,0,0,0,0,0,18.7,0,63,0,0
2.51,417688,SCIGLASS,2005,106.7,25,0,0,0,0,0,0,18.7,0,63,0,0
2.48,471664,SCIGLASS,2012,106.63,14.94,0,0,0,0,1,14,0,9.08,63.6,0,4.01
2.39,112208,SCIGLASS,1990,106.61,0,18.18,0,0,0,0,27.27,0,0,61.16,0,0
2.38,83732,SCIGLASS,1994,106.61,0,18.18,0,0,0,0,27.27,0,0,61.16,0,0
2.77,198378,SCIGLASS,1984,106.58,7.13,0,0,27.12,0.44,1.36,0,26.93,2.11,41.49,0,0
2.51,446423,SCIGLASS,2009,106.58,14,0,0,0,0,0,12.42,0.46,10.4,63.3,0,6
2.35,430028,SCIGLASS,2008,106.58,7,0,0,0,0,3.94,19.08,0,0,76.56,0,0
2.36,440359,SCIGLASS,2010,106.58,7,0,0,0,0,3.94,19.08,0,0,76.56,0,0
2.39,166732,SCIGLASS,1996,106.57,1,0,0,0,0,0,13.18,1.39,12.5,78.5,0,0
2.52,190633,SCIGLASS,2000,106.51,14,0,0,0,0,0,12.51,0,10,63,0,7
2.52,192824,SCIGLASS,2001,106.51,14,0,0,0,0,0,12.51,0,10,63,0,7
2.5,365762,SCIGLASS,2003,106.51,14,0,0,0,0,0,12.51,0,10,63,0,7
2.52,439440,SCIGLASS,2000,106.51,14,0,0,0,0,0,12.51,0,10,63,0,7
2.52,446216,SCIGLASS,2001,106.51,14,0,0,0,0,0,12.51,0,10,63,0,7
2.52,448160,SCIGLASS,2008,106.49,14.07,0,0,0,0,0,12.5,0,10.04,62.96,0,6.92
2.33,665,VERA,1973,106.47,9.43,0,0,0,0,15,0,0,10.54,71.5,0,0
2.75,370221,SCIGLASS,2004,106.47,0,0,0,26,0,0,0,25.47,0,55,0,0
2.68,357430,SCIGLASS,2002,106.46,0,0,0,29.33,0,0,14.28,0,0,62.85,0,0
2.51,401786,SCIGLASS,2002,106.46,14.14,0,0,0,0,0,12.5,0,10.49,63.37,0,5.96
2.5,446678,SCIGLASS,2010,106.46,14.14,0,0,0,0,0,12.5,0,10.49,63.37,0,5.96
2.52,446579,SCIGLASS,2010,106.45,12.5,0,0,0,0,0,8,7,11.04,62.88,0,5.03
2.54,446580,SCIGLASS,2010,106.45,12.48,0,0,0,0,0,6.5,9.2,11.43,61.81,0,5.03
2.53,446581,SCIGLASS,2010,106.44,12.56,0,0,0,0,0,5.9,10.21,11.51,62.21,0,4.05
2.87,380171,SCIGLASS,1987,106.43,0,0,0,25.68,0,0,0,25.27,0,55.48,0,0
2.4,3761,SCIGLASS,1966,106.42,0,0,0,0,0,0,0,23.3,13.01,70.11,0,0
2.85,188723,SCIGLASS,2002,106.38,0,0,0,25.89,0,0,0,25,0,55.49,0,0
2.85,389944,SCIGLASS,2004,106.38,0,0,0,25.89,0,0,0,25,0,55.49,0,0
2.84,54085,SCIGLASS,1996,106.38,0,0,0,25.89,0,0,0,25,0,55.49,0,0
2.85,358586,SCIGLASS,1985,106.38,0,0,0,25.9,0,0,0,24.99,0,55.49,0,0
2.47,444743,SCIGLASS,2009,106.37,0,0,0,0,3.09,0,0,21.8,8.41,73.07,0,0
2.38,666,VERA,1973,106.28,7.88,0,0,0,0,20,0,0,13.41,64.99,0,0
2.85,30673,SCIGLASS,1987,106.28,0,0,0,26.51,0,0,0,24.54,0,55.23,0,0
2.46,160535,SCIGLASS,1983,106.26,10.01,0,0,0,0,0,12.7,0,20.05,63.5,0,0
2.69,426475,SCIGLASS,2005,106.24,4,24.46,2.5,24.8,0,0,24.7,0.28,1,20,4.5,0
2.84,380178,SCIGLASS,1987,106.21,4.57,0,0,25.18,0,0,0,22.5,0,53.96,0,0
2.7,61612,SCIGLASS,1988,106.2,0,0,0,0,0,0,0,19,29.59,47.74,0,9.87
2.57,472259,SCIGLASS,2011,106.18,8,0,0,4.4,0,0,0,19.38,5,65,4.4,0
2.66,61609,SCIGLASS,1988,106.18,0,0,0,0,0,0,0,19.05,19.77,57.46,0,9.9
2.57,426467,SCIGLASS,2005,106.18,5,23.18,0,17,0,0,27,4,0,30,0,0
2.48,471662,SCIGLASS,2012,106.14,14.86,0,0,0,0,4,16,0,5.01,62.28,0,3.99
2.33,112210,SCIGLASS,1990,106.05,0,27.77,0,0,0,0,44.44,0,0,33.84,0,0
2.33,83708,SCIGLASS,1994,106.05,0,27.77,0,0,0,0,44.44,0,0,33.84,0,0
2.85,126094,SCIGLASS,1998,106.02,27.6,0,0,13.8,0,0,0,15.22,0,41.4,0,8
2.91,126095,SCIGLASS,1998,106.02,27.6,0,0,13.8,0,0,0,15.22,0,41.4,0,8
4.15,310043,SCIGLASS,2003,106.02,0,18.18,66.88,0,0,0,0,0,0,20.96,0,0
2.81,380172,SCIGLASS,1987,106.02,9.17,0,0,23.8,0,0,0,20.43,0,52.62,0,0
2.81,126089,SCIGLASS,1998,106,28.2,0,0,14.1,0,0,0,15.4,0,42.3,0,6
2.86,126090,SCIGLASS,1998,106,28.2,0,0,14.1,0,0,0,15.4,0,42.3,0,6
2.76,370842,SCIGLASS,2005,106,0.93,0,0,26.73,0,0,0,22.8,0,55.54,0,0
2.5,458367,SCIGLASS,2011,105.99,13.96,0,0,0,0,0,11.6,0,10.88,64.19,0,5.36
2.57,172885,SCIGLASS,1976,105.99,6.5,12.41,0,0,4,0,0,24.28,26.1,32.7,0,0
3.97,310042,SCIGLASS,2003,105.97,0,20,61.77,0,0,0,0,0,0,24.2,0,0
2.56,426468,SCIGLASS,2005,105.96,5,25.27,0,16,0,0,26.76,7.93,0,25,0,0
2.39,357925,SCIGLASS,2003,105.94,0,0,7.76,0,0,0,12,0,0,86.18,0,0
2.52,472241,SCIGLASS,2011,105.93,13.98,0,0,0,0,0,11.5,0,11,64.48,0,4.97
2.47,3765,SCIGLASS,1966,105.92,0,0,0,0,0,0,0,20.8,24.39,60.73,0,0
2.75,126077,SCIGLASS,1998,105.91,30,0,0,15,0,0,0,15.91,0,45,0,0
2.78,126078,SCIGLASS,1998,105.91,30,0,0,15,0,0,0,15.91,0,45,0,0
2.45,471661,SCIGLASS,2012,105.9,22.3,0,0,0,0,1,12,0,2.9,63.85,0,3.85
2.4,2299,SCIGLASS,1948,105.89,0,0,0,0,0,0,12.5,0,13.7,79.69,0,0
3.12,442192,SCIGLASS,2010,105.89,0,15.78,31.38,0,0.21,0,8.69,0,7.61,42.22,0,0
2.4,460626,SCIGLASS,2012,105.87,4.71,0,0,0,0,7.63,22.96,0,0,70.57,0,0
2.76,121975,SCIGLASS,1997,105.85,30,0,0,20,0,0,0,15.85,0,40,0,0
2.79,121976,SCIGLASS,1997,105.85,30,0,0,20,0,0,0,15.85,0,40,0,0
2.81,121977,SCIGLASS,1997,105.85,30,0,0,20,0,0,0,15.85,0,40,0,0
2.84,121978,SCIGLASS,1997,105.85,30,0,0,20,0,0,0,15.85,0,40,0,0
2.88,121979,SCIGLASS,1997,105.85,30,0,0,20,0,0,0,15.85,0,40,0,0
2.88,121980,SCIGLASS,1997,105.85,30,0,0,20,0,0,0,15.85,0,40,0,0
2.39,166731,SCIGLASS,1996,105.81,1,0,0,0,0,0,11.41,1.4,13.5,78.5,0,0
3.05,194393,SCIGLASS,2000,105.8,9,0,16,7.5,0,0,0,13.3,1,43,16,0
2.45,164235,SCIGLASS,2000,105.8,0,0,0,12.56,0,0,12.5,0,0,80.74,0,0
2.46,471623,SCIGLASS,2012,105.79,19.38,0,0,0,0,1.9,12.8,0,5.39,62.81,0,3.51
2.52,61604,SCIGLASS,1988,105.72,0,0,0,0,0,0,0,20,21.93,63.79,0,0
2.55,426466,SCIGLASS,2005,105.72,5,26.9,0,14,0,0,26.86,7.96,0,25,0,0
2.72,370222,SCIGLASS,2004,105.71,11,0,0,24,0,0,0,18.71,0,52,0,0
2.52,113893,SCIGLASS,1998,105.7,19.63,0,0,0,0,0,11,0,10.94,63.15,0,0.98
2.48,3764,SCIGLASS,1966,105.7,0,0,0,0,0,0,0,19.8,25.4,60.5,0,0
2.75,30672,SCIGLASS,1987,105.63,24.93,0,0,19.83,0,0,0,15.9,0,44.97,0,0
2.32,164226,SCIGLASS,2000,105.62,0,0,0,2.98,0,0,12,0,0,90.64,0,0
2.4,2312,SCIGLASS,1948,105.62,0,0,0,0,0,9,26,0,0,70.62,0,0
2.46,401796,SCIGLASS,2002,105.62,24.08,0,0,0,0,2,9,5,8.78,56.76,0,0
3.75,310041,SCIGLASS,2003,105.62,0,22.22,54.78,0,0,0,0,0,0,28.62,0,0
2.49,471652,SCIGLASS,2012,105.62,17.28,0,0,0,0,6,16,0,0,60.54,0,5.8
2.35,83707,SCIGLASS,1994,105.6,0,29.41,0,0,0,0,41.17,0,0,35.02,0,0
2.46,360304,SCIGLASS,2001,105.59,11.99,0,0,4.08,0,0.18,9.57,2.94,9.08,67.75,0,0
2.46,471622,SCIGLASS,2012,105.56,19.32,0,0,0,0,2.4,12.8,0,5.38,62.16,0,3.5
2.74,356814,SCIGLASS,2003,105.54,0,16.33,0,0,26.96,0,9.05,0,8.09,45.11,0,0
2.61,426473,SCIGLASS,2005,105.53,5,28.65,2,15.8,0,0,24.8,0.28,2,25,2,0
2.47,471637,SCIGLASS,2012,105.51,18.23,0,0,0,0,2.9,13.2,0,5.19,62.09,0,3.9
2.47,151105,SCIGLASS,1974,105.51,21.07,0,0,0,0,0,0,15.6,0,68.84,0,0
2.79,198377,SCIGLASS,1984,105.5,8.42,0,0,21.51,0.52,1.65,0,21.96,2.48,48.96,0,0
2.72,357919,SCIGLASS,2003,105.49,0,0,23.09,0,0,0,10,0,0,72.4,0,0
2.81,380180,SCIGLASS,1987,105.49,13.01,0,0,23.86,0,0,0,17.49,0,51.13,0,0
2.36,20371,SCIGLASS,1988,105.47,0,0,0,0,0,7.5,23,0,0,74.97,0,0
2.42,401806,SCIGLASS,2002,105.45,17.41,2.5,0,0,0,2,10,5,5.03,63.51,0,0
2.61,447521,SCIGLASS,2001,105.44,18.51,0,9.28,0,0,0,0,14,0,63.65,0,0
2.46,360301,SCIGLASS,2001,105.42,11.72,0,0,2.58,0,0,8.88,3.08,10.95,68.21,0,0
2.63,461120,SCIGLASS,2002,105.41,24.2,0,0,8.89,0,0,0,15.02,4.9,52.4,0,0
2.63,461677,SCIGLASS,2001,105.41,24.2,0,0,8.89,0,0,0,15.02,4.9,52.4,0,0
2.63,461688,SCIGLASS,2001,105.41,24.2,0,0,8.89,0,0,0,15.02,4.9,52.4,0,0
2.54,447524,SCIGLASS,2001,105.39,16.75,0,0,5.52,0,0,0,16,0,67.12,0,0
2.66,447523,SCIGLASS,2001,105.36,15.58,0,0,0,0,0,0,14,0,61.53,14.25,0
2.44,520,SCIGLASS,1934,105.36,0,0,0,10,0,3.55,16.81,0,0,75,0,0
2.76,449144,SCIGLASS,2011,105.36,4.77,4.72,0,22.78,0,0,0,22.98,2.95,47.16,0,0
2.42,401800,SCIGLASS,2002,105.35,19.62,5,0,0,0,2,10,5,4.96,58.77,0,0
2.47,471645,SCIGLASS,2012,105.35,19.27,0,0,0,0,2.9,12.8,0,5.37,61.52,0,3.49
2.99,442191,SCIGLASS,2010,105.35,0,16.32,26.1,0,0.22,0,9.05,0,8.16,45.5,0,0
2.64,458711,SCIGLASS,2011,105.34,16.2,0,0,4,0,0,0,14.34,0,62,0,8.8
2.4,421305,SCIGLASS,2007,105.33,26.48,0,0,0,0,0,10,0,6.43,62.42,0,0
2.75,362171,SCIGLASS,1998,105.33,24.43,0,0,17.91,0,0,0,15,0,47.99,0,0
2.36,112203,SCIGLASS,1990,105.33,0,30.3,0,0,0,0,39.39,0,0,35.64,0,0
2.47,471636,SCIGLASS,2012,105.32,18.19,0,0,0,0,2.9,12.8,0,5.38,62.16,0,3.89
2.47,514,SCIGLASS,1934,105.32,0,0,0,10,0,0,11.32,0,9,75,0,0
2.54,401739,SCIGLASS,2002,105.32,24.07,10,0,8.82,0,0,5,10,4.87,42.56,0,0
2.45,471630,SCIGLASS,2012,105.31,18.53,0,0,0,0,2.9,12.8,0,5.38,62.2,0,3.5
2.48,428303,SCIGLASS,2009,105.28,19.21,0,0,0,0,3,12.7,0,5.64,60.86,0,3.87
2.79,380181,SCIGLASS,1987,105.28,14.6,0,0,23.61,0,0,0,16.48,0,50.59,0,0
2.63,472438,SCIGLASS,2012,105.26,8.26,0,0,3.63,0,0,1.5,13,8.54,62.34,0,7.99
2.46,428302,SCIGLASS,2009,105.26,20.05,0,0,0,0,3,12.7,0,5.65,60.96,0,2.9
3.81,357916,SCIGLASS,2003,105.26,0,0,56.07,0,0,0,8,0,0,41.19,0,0
2.6,458709,SCIGLASS,2011,105.24,17.2,0,0,4,0,0,0,14.24,0,63,0,6.8
2.79,380173,SCIGLASS,1987,105.22,15.6,0,0,22.78,0,0,0,16.09,0,50.75,0,0
2.45,471629,SCIGLASS,2012,105.21,18.46,0,0,0,0,3.2,12.8,0,5.36,61.51,0,3.88
2.3,2297,SCIGLASS,1948,105.21,0,0,0,0,0,0,11,0,4.36,89.85,0,0
3.61,167338,SCIGLASS,1963,105.21,1.4,23.21,49.4,0,0,0,0,0,0,31.2,0,0
2.46,428301,SCIGLASS,2009,105.2,20.76,0,0,0,0,3,12.5,0,5.34,60.71,0,2.89
2.69,30671,SCIGLASS,1987,105.19,27.6,0,0,15.33,0,0,0,14.12,0,48.14,0,0
3.56,310040,SCIGLASS,2003,105.16,0,23.8,49.22,0,0,0,0,0,0,32.14,0,0
2.47,471646,SCIGLASS,2012,105.14,18.89,0,0,0,0,3.4,12.8,0,5.15,61.04,0,3.86
2.46,471621,SCIGLASS,2012,105.14,19.23,0,0,0,0,3.4,12.8,0,4.38,61.85,0,3.48
2.47,428304,SCIGLASS,2009,105.14,19.22,0,0,0,0,3.4,12.8,0,5.35,60.89,0,3.48
2.47,446677,SCIGLASS,2010,105.14,19.22,0,0,0,0,3.4,12.8,0,5.35,60.89,0,3.48
2.47,458365,SCIGLASS,2011,105.14,19.22,0,0,0,0,3.4,12.8,0,5.35,60.89,0,3.48
2.47,471641,SCIGLASS,2012,105.14,19.22,0,0,0,0,3.4,12.8,0,5.35,60.89,0,3.48
2.47,471640,SCIGLASS,2012,105.14,18.43,0,0,0,0,3.4,12.8,0,5.16,61.29,0,4.06
2.48,471638,SCIGLASS,2012,105.13,17.94,0,0,0,0,3.4,12.8,0,5.16,61.38,0,4.45
2.46,471615,SCIGLASS,2012,105.13,19.23,0,0,0,0,3.4,12.8,0,3.89,62.33,0,3.48
2.47,471644,SCIGLASS,2012,105.13,19.22,0,0,0,0,3.4,12.8,0,4.86,61.37,0,3.48
2.47,471639,SCIGLASS,2012,105.12,18.44,0,0,0,0,3.4,12.8,0,5.36,61.25,0,3.87
2.51,61606,SCIGLASS,1988,105.12,0,0,0,0,0,0,0,17.5,22.82,64.8,0,0
2.63,192520,SCIGLASS,2000,105.11,1,0,0,4,0,0,0,15.15,3,70.04,0,11.92
2.63,192529,SCIGLASS,2000,105.11,1,0,0,4,0,0,0,15.15,3,70.04,0,11.92
2.47,471612,SCIGLASS,2012,105.1,18.48,0,0,0,0,3.4,12.8,0,5.37,61.56,0,3.49
2.47,360293,SCIGLASS,2001,105.09,11.67,0,0,2.57,0,0,7.38,4.28,12.46,66.73,0,0
2.45,471643,SCIGLASS,2012,105.09,19.32,0,0,0,0,3.4,12.8,0,5.38,61.67,0,2.52
2.47,471616,SCIGLASS,2012,105.06,17.73,0,0,0,0,3.4,12.8,0,5.39,62.24,0,3.5
2.46,360286,SCIGLASS,2001,105.06,15.09,0,0,4.13,0,0,8,2.98,7.68,67.18,0,0
2.45,471626,SCIGLASS,2012,105.05,18.57,0,0,0,0,3.4,12.8,0,5.4,62.35,0,2.53
2.47,471647,SCIGLASS,2012,105.04,18.91,0,0,0.17,0,3.4,12.5,0.2,5.26,61.12,0,3.48
2.47,360285,SCIGLASS,2001,105.04,14.29,0,0,4.14,0,0,8,2.98,8.73,66.9,0,0
2.48,151032,SCIGLASS,1974,105.04,19.73,0,0,0,0,0,0,14.28,7.03,64,0,0
2.49,360298,SCIGLASS,2001,105.03,11.7,0,0,5.95,0,0,8.88,1.88,10.93,65.69,0,0
2.44,471618,SCIGLASS,2012,105.02,19.41,0,0,0,0,3.4,12.8,0,5.4,62.45,0,1.56
2.39,166730,SCIGLASS,1996,105.02,1,0,0,0,0,0,9.6,1.42,14.5,78.5,0,0
2.46,471617,SCIGLASS,2012,105.01,16.98,0,0,0,0,3.4,12.8,0,5.4,62.92,0,3.51
2.45,471625,SCIGLASS,2012,105,17.82,0,0,0,0,3.4,12.8,0,5.41,63.03,0,2.54
2.68,356813,SCIGLASS,2003,104.99,0,16.76,0,0,22.48,0,9.29,0,8.59,47.87,0,0
2.59,458376,SCIGLASS,2011,104.98,20.49,0,0,0,0,6.25,12.5,3,5.98,52.95,0,3.81
2.78,380182,SCIGLASS,1987,104.97,16.9,0,0,23.25,0,0,0,15,0,49.82,0,0
2.43,471619,SCIGLASS,2012,104.96,19.51,0,0,0,0,3.4,12.8,0,5.43,63.24,0,0.58
2.48,458378,SCIGLASS,2011,104.94,20.52,0,0,0,0,5,10,5,4.79,55.82,0,3.81
2.47,360313,SCIGLASS,2001,104.94,18.13,0,0,3.23,0,0,8,2.38,9.07,64.13,0,0
2.78,61293,SCIGLASS,1991,104.92,18.35,22.32,17.5,5.25,0,5.92,6.31,1.87,2.4,25,0,0
2.46,471656,SCIGLASS,2012,104.92,23.63,0,0,0,0,4.5,13,0,4.78,57.11,0,1.9
2.49,462150,SCIGLASS,2010,104.92,2,0,0,0,0,0,0,16.42,15.5,71,0,0
2.56,114016,SCIGLASS,1998,104.92,14.59,0,0,13.3,0,0,0,14.93,0,62.1,0,0
2.45,401792,SCIGLASS,2002,104.92,14.97,9,0,0,0,0,10,3,10.11,57.84,0,0
2.36,2309,SCIGLASS,1948,104.91,0,0,0,0,0,6,19,0,0,79.91,0,0
2.47,471635,SCIGLASS,2012,104.9,18.1,0,0,0,0,3.9,12.8,0,4.38,61.85,0,3.87
2.47,471642,SCIGLASS,2012,104.89,19.17,0,0,0,0,3.4,12.3,0,5.34,61.21,0,3.47
2.43,427455,SCIGLASS,2009,104.88,1,0,0,0,0,0,0,16.48,12.3,75.1,0,0
2.42,442005,SCIGLASS,2010,104.88,0,0,0,0,0,0,0,16.66,18.08,70.14,0,0
2.47,471613,SCIGLASS,2012,104.87,18.44,0,0,0,0,3.4,12.3,0,5.36,61.89,0,3.48
2.52,446565,SCIGLASS,2010,104.84,12.26,0,0,0,0,4.6,8.4,8,4.97,61.67,0,4.94
2.9,442190,SCIGLASS,2010,104.83,0,16.75,21.72,0,0.23,0,9.29,0,8.65,48.19,0,0
2.49,471633,SCIGLASS,2012,104.82,17.21,0,0,0,0,4.2,12.8,0,4.07,61.34,0,5.2
2.46,471624,SCIGLASS,2012,104.82,17.69,0,0,0,0,3.4,12.3,0,5.37,62.57,0,3.49
2.45,471628,SCIGLASS,2012,104.81,18.53,0,0,0,0,3.4,12.3,0,5.38,62.67,0,2.53
2.49,466079,SCIGLASS,2012,104.81,0,0,0,0,0,0,10,0,32.26,62.55,0,0
2.49,471654,SCIGLASS,2012,104.81,19.71,0,0,0,0,0,9,0,7.66,62.73,0,5.71
2.45,471631,SCIGLASS,2012,104.8,18.37,0,0,0,0,4.2,12.8,0,4.37,61.2,0,3.86
2.48,471634,SCIGLASS,2012,104.79,17.87,0,0,0,0,4.2,12.8,0,4.07,61.42,0,4.43
2.45,471632,SCIGLASS,2012,104.79,17.87,0,0,0,0,4.2,12.8,0,4.36,61.13,0,4.43
2.52,461118,SCIGLASS,2002,104.79,21.1,9.05,0,5.3,0,0,0,15.94,0,53.4,0,0
2.52,461675,SCIGLASS,2001,104.79,21.1,9.05,0,5.3,0,0,0,15.94,0,53.4,0,0
2.52,461686,SCIGLASS,2001,104.79,21.1,9.05,0,5.3,0,0,0,15.94,0,53.4,0,0
2.45,471627,SCIGLASS,2012,104.78,17.78,0,0,0,0,3.4,12.3,0,5.4,63.36,0,2.54
2.48,360305,SCIGLASS,2001,104.78,14.83,0,0,4.18,0,0,7.38,3.08,10.73,64.58,0,0
2.23,120580,SCIGLASS,1994,104.76,0,0,0,0,0,0,10,0,0,94.76,0,0
2.23,164213,SCIGLASS,2000,104.76,0,0,0,0,0,0,10,0,0,94.76,0,0
2.23,357936,SCIGLASS,2003,104.76,0,0,0,0,0,0,10,0,0,94.76,0,0
2.5,3763,SCIGLASS,1966,104.76,0,0,0,0,0,0,0,16,29.13,59.63,0,0
2.4,142469,SCIGLASS,1980,104.75,20.26,4.5,0,0,0,0,10,0,7.88,62.11,0,0
2.51,446564,SCIGLASS,2010,104.73,10.7,0,0,0,0,4.6,8.4,8,5,63.06,0,4.97
2.41,164234,SCIGLASS,2000,104.71,0,0,0,9.89,0,0,10,0,0,84.82,0,0
3.42,310039,SCIGLASS,2003,104.7,0,25,44.68,0,0,0,0,0,0,35.02,0,0
2.45,471655,SCIGLASS,2012,104.68,19.28,0,0,0,0,4.5,13,0,4.88,61.08,0,1.94
2.55,458706,SCIGLASS,2011,104.68,17.5,0,0,5.4,0,0,0,12.98,0,65,0,3.8
2.47,360312,SCIGLASS,2001,104.67,16.32,0,0,3.87,0,0.18,7.38,2.88,9.64,64.4,0,0
2.47,360290,SCIGLASS,2001,104.66,16.37,0,0,3.87,0,0.18,7.38,2.88,8.63,65.35,0,0
2.77,380183,SCIGLASS,1987,104.66,18.78,0,0,22.95,0,0,0,13.74,0,49.19,0,0
2.47,471614,SCIGLASS,2012,104.66,19.13,0,0,0,0,3.4,11.8,0,5.33,61.54,0,3.46
2.54,401742,SCIGLASS,2002,104.65,16.59,10,0,9.12,0,0,5,10,5.04,48.9,0,0
3.42,194394,SCIGLASS,2000,104.64,12,0,20,5,0,0,0,9.64,1,37,20,0
2.89,30674,SCIGLASS,1987,104.63,0,0,0,35.79,0,0,0,17.12,0,51.72,0,0
2.49,428300,SCIGLASS,2009,104.61,18.96,0,0,0,0,3,11.2,0,6.24,60.25,0,4.96
2.47,360289,SCIGLASS,2001,104.61,15.76,0,0,2.73,0,0,9,0,12.1,65.02,0,0
2.43,427454,SCIGLASS,2009,104.6,4,0,0,0,0,0,0,14.9,12,73.7,0,0
2.47,360303,SCIGLASS,2001,104.59,13.23,0,0,3.92,0,0.18,7.38,2.88,10.79,66.21,0,0
2.47,428299,SCIGLASS,2009,104.58,20.61,0,0,0,0,3,11.2,0,6.26,60.45,0,3.06
2.42,427453,SCIGLASS,2009,104.58,2,0,0,0,0,0,0,15.18,11.4,76,0,0
2.43,471658,SCIGLASS,2012,104.57,13.24,0,0,0,0,4,13,0,5.03,67.3,0,2
2.47,360310,SCIGLASS,2001,104.55,11.63,0,0,3.95,0,0.18,7.38,2.88,10.86,67.67,0,0
2.47,360311,SCIGLASS,2001,104.54,10.08,0,0,2.12,0,0.18,5.43,5.94,13.12,67.67,0,0
2.65,449145,SCIGLASS,2011,104.52,9.45,4.78,0,17.26,0,0,0,17.34,5.21,50.48,0,0
2.46,360297,SCIGLASS,2001,104.51,10,0,0,3.98,0,0.18,7.38,2.88,10.94,69.15,0,0
3.55,357915,SCIGLASS,2003,104.51,0,0,51.06,0,0,0,7,0,0,46.45,0,0
2.34,430027,SCIGLASS,2008,104.5,8.98,0,0,0,0,5.24,15.22,0,0,75.06,0,0
2.42,427471,SCIGLASS,2009,104.49,3,0,0,0,0,0,0,14.49,9.6,76.4,0,1
2.36,440358,SCIGLASS,2010,104.49,8.98,0,0,0,0,5.23,15.22,0,0,75.06,0,0
2.4,407022,SCIGLASS,2002,104.49,17.97,7,0,0,0,0,0,15,0,64.52,0,0
2.45,473376,SCIGLASS,2012,104.47,15.3,0,0,2.1,0,0.19,7.81,1.67,11.4,66,0,0
2.4,421306,SCIGLASS,2007,104.47,26.26,0,0,0,0,0,8.33,0,7.98,61.9,0,0
2.42,3743,SCIGLASS,1966,104.46,0,0,0,0,0,0,0,15,16.19,73.27,0,0
2.56,197788,SCIGLASS,2002,104.45,10,0,5,2,0,0,8.45,0,11,65,0,3
2.41,427452,SCIGLASS,2009,104.45,3,0,0,0,0,0,0,14.55,9.7,77.2,0,0
2.48,462152,SCIGLASS,2010,104.45,0,0,0,0,0,0,0,14.95,16.2,73.3,0,0
2.32,112197,SCIGLASS,1990,104.43,0,20,0,0,0,0,20,0,0,64.43,0,0
2.32,83730,SCIGLASS,1994,104.43,0,20,0,0,0,0,20,0,0,64.43,0,0
2.47,446422,SCIGLASS,2009,104.41,15.14,0,0,1.62,0,0.23,8.03,1.03,11.18,65.2,0,1.98
2.47,446418,SCIGLASS,2009,104.41,15.14,0,0,1.62,0.1,0.23,8.03,1.03,11.18,65.1,0,1.98
2.46,471620,SCIGLASS,2012,104.41,19.08,0,0,0,0,3.4,11.3,0,5.31,61.86,0,3.46
2.53,195037,SCIGLASS,1999,104.41,14.9,0,0,5.5,0,1.23,0,14.88,7.3,60.6,0,0
2.53,462944,SCIGLASS,2008,104.41,14.9,0,0,5.5,0,1.23,0,14.88,7.3,60.6,0,0
2.39,407026,SCIGLASS,2002,104.4,17.94,8,0,0,0,0,0,15,0,63.46,0,0
2.44,446420,SCIGLASS,2009,104.39,16.84,0,0,1.63,0.1,0.23,8.02,1.03,11.22,65.32,0,0
2.61,360296,SCIGLASS,2001,104.38,12.38,0,9.46,1.51,0,0.18,7.38,1.38,10.1,61.99,0,0
2.6,444191,SCIGLASS,2010,104.35,0,0,0,10.79,6.06,0,0,13.72,4.4,69.38,0,0
2.49,2301,SCIGLASS,1948,104.35,0,0,0,0,0,0,9,0,27.85,67.5,0,0
2.44,446419,SCIGLASS,2009,104.35,15.3,0,0,1.64,0.1,0.22,8.03,1.02,11.29,66.75,0,0
2.64,356812,SCIGLASS,2003,104.35,0,17.21,0,0,17.49,0,9.55,0,9.12,50.98,0,0
2.55,197787,SCIGLASS,2002,104.34,7,0,2,0,0,0,8.34,0,15,66,0,6
2.49,462417,SCIGLASS,2011,104.33,5.1,0,7.18,0,0,0,0,12.5,13.02,66.53,0,0
2.47,360292,SCIGLASS,2001,104.33,11.6,0,0,4.22,0,0,7.38,1.88,12.37,66.88,0,0
2.53,446561,SCIGLASS,2010,104.32,9.7,0,0,0,0,4.76,8.7,8.29,4.28,68.59,0,0
2.53,401760,SCIGLASS,2002,104.31,11.38,0,0,0.89,0,2.5,10,1,10.37,62.28,0,5.89
2.47,446417,SCIGLASS,2009,104.31,15.14,0,0,2.07,0.1,0.23,7.51,1.52,10.68,65.08,0,1.98
2.38,112195,SCIGLASS,1990,104.31,0,33.33,0,0,0,0,33.33,0,0,37.65,0,0
2.37,83706,SCIGLASS,1994,104.31,0,33.33,0,0,0,0,33.33,0,0,37.65,0,0
2.64,472437,SCIGLASS,2012,104.27,8.2,0,0,6.31,0,0,1.5,10,8.47,61.86,0,7.93
2.4,407030,SCIGLASS,2002,104.27,8.32,7.92,2.5,0,0,0,0,16.33,0,69.2,0,0
2.48,360308,SCIGLASS,2001,104.27,13.19,0,0,4.84,0,0.18,7.38,1.88,10.76,66.04,0,0
2.49,458368,SCIGLASS,2011,104.27,20.39,0,0,0,0,5,10,3,4.76,57.33,0,3.79
