DENSITY,GLASNO,"SOMME (SI, B, NA, CA, AL, ZR, K, LI, MG, FE)",Al_calc,O_calc,B_calc,Ca_calc,K_calc,Li_calc,Mg_calc,Na_calc,Si_calc,Zr_calc,Fe_calc
2.31,20458,99.99,0.0,52.39890209532206,6.776047112898593,0.0,6.126490594080428,0.0,0.0,4.317606143371142,30.369398425537575,0.0,0.0
2.31,20459,99.98,0.0,51.87232997775519,6.707727664464235,0.0,8.484110280691326,0.0,0.0,2.848729826554155,30.065564210105844,0.0,0.0
2.31,20460,99.98,0.0,51.3546149181719,6.639408216029876,0.0,10.808524056223193,0.0,0.0,1.4095277787637748,29.766404367219224,0.0,0.0
2.3,20461,99.99,0.0,50.85457964089411,6.574194197069809,0.0,13.083128965136524,0.0,0.0,0.0,29.476593269422807,0.0,0.0
2.38,20462,99.99,0.0,53.208087964040644,6.946845733984488,0.0,0.0,0.0,0.0,9.59962603010697,30.233841621729578,0.0,0.0
2.38,20463,99.97,0.0,51.856368789561984,6.769836253950015,0.0,6.118189116310671,0.0,0.0,5.756808191161522,29.467244524332596,0.0,0.0
2.37,20464,99.98,0.0,51.34387766344795,6.704622234989946,0.0,8.484110280691326,0.0,0.0,4.273094739831233,29.172759053991076,0.0,0.0
2.36,20465,99.98,0.0,50.835278040409314,6.636302786555588,0.0,10.800222578453438,0.0,0.0,2.8190555575275495,28.88762232873976,0.0,0.0
2.36,20466,99.98,0.0,50.33540559096565,6.571088767595519,0.0,13.074827487366768,0.0,0.0,1.3946906442504718,28.602485603488446,0.0,0.0
2.35,20467,99.99,0.0,49.853212923827485,6.50898017810974,0.0,15.299623529661558,0.0,0.0,0.0,28.326697623327338,0.0,0.0
2.39,20468,99.98,0.0,52.65627639390178,6.94063487503591,0.0,0.0,0.0,0.0,11.068502346923957,29.31299023034418,0.0,0.0
2.39,20469,99.99,0.0,51.33307919165868,6.766730824475726,0.0,6.118189116310671,0.0,0.0,7.196010238951902,28.574439368217828,0.0,0.0
2.39,20470,99.99,0.0,50.69465410984861,6.682884228669923,0.0,9.065213724574292,0.0,0.0,5.326531290275738,28.219187054789955,0.0,0.0
2.39,20471,99.98,0.0,50.06433776180003,6.59903763286412,0.0,11.937525032910104,0.0,0.0,3.5089823123961343,27.86860911390719,0.0,0.0
2.38,20472,99.98,0.0,49.461406798815275,6.521401896006895,0.0,14.735123041318102,0.0,0.0,1.728526170799787,27.53205429065974,0.0,0.0
2.38,20473,99.98,0.0,48.86308738950816,6.440660729675381,0.0,17.474610705337806,0.0,0.0,0.0,27.20017383995739,0.0,0.0
2.42,20474,99.98,0.0,52.11135896337797,6.937529445561621,0.0,0.0,0.0,0.0,12.537378663740943,28.39213883895879,0.0,0.0
2.42,20475,99.98,0.0,50.800184211549755,6.763625395001437,0.0,6.109887638540915,0.0,0.0,8.627793719485632,27.67695983955795,0.0,0.0
2.41,20476,99.97,0.0,49.9149240503629,6.6456190749784545,0.0,10.210817656800714,0.0,0.0,6.001620910631019,27.195499467412287,0.0,0.0
2.41,20477,99.98,0.0,49.30770857958487,6.564877908646941,0.0,13.058224531827255,0.0,0.0,4.184071932751415,26.863619016709936,0.0,0.0
2.41,20478,99.98,0.0,48.829598516976034,6.499663889686872,0.0,15.283020574122045,0.0,0.0,2.7597070194743383,26.606528526729242,0.0,0.0
2.4,20479,99.98,0.0,48.36021562796215,6.437555300201092,0.0,17.46630922756805,0.0,0.0,1.3650163752238662,26.34943803674855,0.0,0.0
2.4,20480,99.98,0.0,47.89799131716626,6.3754467107153125,0.0,19.608090492165275,0.0,0.0,0.0,26.097021919312958,0.0,0.0
2.45,20481,99.99,0.0,51.298524064141816,6.931318586613043,0.0,0.0,0.0,0.0,14.740693138966424,27.017873310698352,0.0,0.0
2.46,20482,99.98,0.0,50.64368428137048,6.844366561332951,0.0,3.0881497303494845,0.0,0.0,12.730261412413881,26.671969742360695,0.0,0.0
2.46,20483,99.99,0.0,50.00655861456628,6.75741453605286,0.0,6.109887638540915,0.0,0.0,10.77917822391455,26.33541491911324,0.0,0.0
2.46,20484,99.98,0.0,49.38290016920717,6.673567940247056,0.0,9.048610769034779,0.0,0.0,8.865187871698478,26.00820884095599,0.0,0.0
2.45,20485,99.98,0.0,48.77437448161324,6.589721344441252,0.0,11.920922077370589,0.0,0.0,7.003127490278965,25.690351507888952,0.0,0.0
2.45,20486,99.99,0.0,48.18774580701093,6.512085607584027,0.0,14.71852008577859,0.0,0.0,5.1929970796560125,25.377168547367017,0.0,0.0
2.44,20487,99.98,0.0,47.60419303415479,6.431344441252515,0.0,17.449706272028536,0.0,0.0,3.4199595053163168,25.07333433193529,0.0,0.0
2.44,20488,99.98,0.0,46.93065603642725,6.341286986498134,0.0,20.64577521338486,0.0,0.0,1.3427606734539117,24.71808201850742,0.0,0.0
2.44,20489,99.98,0.0,46.490784278679826,6.282283826486642,0.0,22.721144655824027,0.0,0.0,0.0,24.484363391252245,0.0,0.0
2.49,20490,99.99,0.0,49.94093456221599,6.922002298190176,0.0,0.0,0.0,0.0,18.398046796495585,24.727430763597628,0.0,0.0
2.49,20491,99.99,0.0,48.68552640954606,6.748098247629992,0.0,6.1015861607711575,0.0,0.0,14.347509074363897,24.105739215098858,0.0,0.0
2.48,20492,99.98,0.0,47.48441120142644,6.580405056018386,0.0,11.904319121831076,0.0,0.0,10.497272668161797,23.51209390187071,0.0,0.0
2.48,20493,99.98,0.0,46.3523556462506,6.425133582303936,0.0,17.424801838719265,0.0,0.0,6.82508187611933,22.951169196458288,0.0,0.0
2.47,20494,99.98,0.0,45.80196934275319,6.3474978454467115,0.0,20.08957620281116,0.0,0.0,5.059462869036286,22.680055588842286,0.0,0.0
2.47,20495,99.97,0.0,45.263121675994,6.272967538063775,0.0,22.687938744744997,0.0,0.0,3.3309366982364996,22.413616353771385,0.0,0.0
2.46,20496,99.99,0.0,44.747116507944256,6.201542660155128,0.0,25.236492420060298,0.0,0.0,1.6469219309766212,22.15652586379069,0.0,0.0
2.46,20497,99.99,0.0,44.23575583701767,6.130117782246481,0.0,27.718634273217546,0.0,0.0,0.0,21.9041097463551,0.0,0.0
2.5,20498,99.98,0.0,47.68968582629853,6.903369721344442,0.0,0.0,0.0,0.0,24.444179110666518,20.941189002063773,0.0,0.0
2.51,20499,99.98,0.0,46.658507101179445,6.75430910657857,0.0,5.246533950486221,0.0,0.0,20.831336856677257,20.487774865188733,0.0,0.0
2.51,20500,99.98,0.0,45.738231184760046,6.620775639184143,0.0,9.936868890398744,0.0,0.0,17.59684153277723,20.08577882630983,0.0,0.0
