DENSITY,GLASNO,"SOMME (SI, B, NA, CA, AL, ZR, K, LI, MG, FE)",Al_calc,O_calc,B_calc,Ca_calc,K_calc,Li_calc,Mg_calc,Na_calc,Si_calc,Zr_calc,Fe_calc
2.49,2127,99.96,0.19582276010355146,46.70670216634835,0.0,8.304765946823117,0.0,0.0,0.18091256450972606,9.607044597363622,34.85212169629185,0.0,0.11190892182832667
2.43,10128,99.98,0.1058501405965143,46.27046993012777,0.0,1.0720437969220893,0.0,0.0,0.0,17.730375743396955,34.70254177484854,0.0,0.09792030659978584
2.44,10129,99.96,0.1058501405965143,46.24030863970884,0.0,1.8582092479982883,0.0,0.0,0.0,17.04786755578502,34.609054323946474,0.0,0.09792030659978584
2.44,10130,99.98,0.14819019683512002,46.342004317500326,0.0,2.722991244182107,0.0,0.0,0.0,15.979593870827214,34.68851865721323,0.0,0.09792030659978584
2.45,10131,99.98,0.20111526713337716,46.33086261938531,0.0,3.216131390766268,0.0,0.0,0.09045628225486303,15.445457028348311,34.562310598495436,0.0,0.1328918446711379
2.45,10132,99.95,0.3016729007000657,46.17991525460537,0.0,4.4597021951958915,0.0,0.0,0.12060837633981739,14.340090507107243,34.12759395180081,0.0,0.419658456856225
2.46,10133,100.0,0.15877521089477145,46.54954549658259,0.0,5.32448419137971,0.0,0.0,0.14473005160778085,12.759935681440487,34.7820061081153,0.0,0.27977230457081664
2.46,10134,99.99,0.16406771792459715,46.755854823355016,0.0,5.839065213902313,0.0,0.0,0.1567908892417626,11.891963312412269,35.11856093136275,0.0,0.06294876852843374
2.47,13147,99.96,0.21699278822285428,46.74499166770595,0.0,6.68240633414769,0.0,0.0,0.16282130805875347,11.0314095106407,35.015724735370476,0.0,0.10491461421405625
2.48,13148,99.95,0.23287030931233146,46.660382290660266,0.0,7.404249157408564,0.0,0.0,0.1748821456927352,10.526946937188402,34.81005234338592,0.0,0.13988615228540832
2.49,13149,99.96,0.19582276010355146,46.70670216634835,0.0,8.304765946823117,0.0,0.0,0.18091256450972606,9.607044597363622,34.85212169629185,0.0,0.11190892182832667
2.33,11120,99.99,0.0,49.22439592147752,0.0,0.0,0.0,0.0,0.0,10.88303816550767,39.88174655482324,0.0,0.0
2.35,11134,99.99,0.0,45.73483924946791,0.0,0.0,17.200661938935834,0.0,0.0,0.0,37.053751165035614,0.0,0.0
2.39,11145,99.99,0.0,43.03993034642154,0.0,0.0,23.368659921865046,0.0,0.0,0.0,33.5806923640237,0.0,0.0
2.31,11156,99.99,0.0,47.30898523052057,0.0,0.0,13.597820586861438,0.0,0.0,0.0,39.082428849610544,0.0,0.0
2.36,420741,99.98,0.0,50.642720338503615,9.123751795461075,0.0,16.503337806276274,0.0,0.0,0.0,23.70841754876506,0.0,0.0
2.37,11168,100.0,0.0,48.31590751569593,0.0,0.0,0.0,0.0,0.0,13.353421061972602,38.32985486984887,0.0,0.0
2.39,11169,100.0,0.30696540772989145,47.94351680466356,0.0,0.0,0.0,0.0,1.3990571655418815,13.412769600025813,36.93689185140802,0.0,0.0
2.41,11170,99.97,0.19582276010355146,47.71588348986621,0.0,0.0,0.0,0.0,2.56895841603811,13.308909658432695,36.17964349910125,0.0,0.0
2.47,11171,100.0,0.2752103655509372,46.69115238988586,0.0,0.0,0.0,0.0,6.814373263199682,13.516629541618935,32.70191032554423,0.0,0.0
2.52,11172,100.0,0.34401295693867145,46.40633633949619,0.0,0.0,0.0,0.0,9.009445712584357,12.930562728343471,31.308947307103388,0.0,0.0
2.59,11173,100.0,0.44457059050536,45.37794248525714,0.0,0.0,0.0,0.0,13.140282602223103,13.167956880556316,27.86860911390719,0.0,0.0
2.4,11175,100.0,0.16936022495442288,47.71033254816746,0.0,1.9153849171674664,0.0,0.0,0.0,13.14570117878636,37.05842553758072,0.0,0.0
2.45,11176,100.0,0.17994523901407433,46.859942850572395,0.0,3.6163610749505146,0.0,0.0,0.0,13.850465068168251,35.49251073497104,0.0,0.0
2.47,11177,100.0,0.2540403374316343,46.451474143150776,0.0,5.731860834210104,0.0,0.0,0.0,12.952818430113425,34.609054323946474,0.0,0.0
2.51,11178,100.0,0.22228529525268,45.717157515672326,0.0,6.746728961963015,0.0,0.0,0.0,13.99883641330128,33.31425312895279,0.0,0.0
2.53,11179,100.0,0.29638039367024005,44.36115134479667,0.0,10.934846728605311,0.0,0.0,0.0,13.724349424805174,30.682581386059514,0.0,0.0
2.62,11180,100.0,0.23287030931233146,43.25300740558197,0.0,14.651265224601888,0.0,0.0,0.0,13.264398254892784,28.597811230943343,0.0,0.0
2.69,11181,100.0,0.6351008435790858,42.28745164985277,0.0,17.05264332970737,0.0,0.0,0.0,13.501792407105631,26.52238982091738,0.0,0.0
2.32,11227,100.0,0.0,46.72672633021825,0.0,0.0,14.94265998556202,0.0,0.0,0.0,38.32985486984887,0.0,0.0
2.45,11338,99.98,0.0,51.540385249897426,0.0,0.0,0.0,4.835540979217563,7.712905666931321,0.0,35.88983240130484,0.0,0.0
2.51,11339,99.98,0.0,49.122846650757864,0.0,11.992596608235107,0.0,4.357096482714769,0.0,0.0,34.50621812795419,0.0,0.0
2.51,11346,99.98,0.0,46.06898928707945,0.0,0.0,0.0,0.0,6.760099493846765,15.289667115958629,31.8605232674256,0.0,0.0
2.5,11347,99.98,0.0,44.558679709710894,0.0,11.313635536851116,0.0,0.0,0.0,12.900888459316866,31.20611111111111,0.0,0.0
2.55,11353,99.98,0.0,41.047202972014134,0.0,10.44170658202115,19.649597881014056,0.0,0.0,0.0,28.840878603288726,0.0,0.0
2.31,11405,99.99,0.0,53.294678993066206,0.0,0.0,0.0,7.213828185134366,0.0,0.0,39.47975051594434,0.0,0.0
2.42,11411,99.98,0.0,52.75460886931744,0.0,0.0,0.0,7.353180951106054,2.3820154327113934,0.0,37.48846781173024,0.0,0.0
2.45,11412,99.98,0.0,52.19822626940827,0.0,0.0,0.0,7.501823901475854,4.86051756649464,0.0,35.417720774249375,0.0,0.0
2.48,11413,99.98,0.0,51.61879229756314,0.0,0.0,0.0,7.650466851845654,7.441536820166732,0.0,33.26750940350176,0.0,0.0
2.5,11414,99.98,0.0,51.01500837920944,0.0,0.0,0.0,7.8083999866135665,10.13110361254466,0.0,31.02381058185207,0.0,0.0
2.39,11415,99.99,0.0,51.95475459526965,0.0,3.873651586211816,0.0,7.241698738328704,0.0,0.0,36.91819436122761,0.0,0.0
2.45,11416,99.99,0.0,50.60494018593622,0.0,7.775891007008222,0.0,7.269569291523042,0.0,0.0,34.337940716330465,0.0,0.0
2.5,11417,99.98,0.0,49.23991022082788,0.0,11.706718262389215,0.0,7.297439844717379,0.0,0.0,31.734315208707805,0.0,0.0
2.54,11418,99.98,0.0,47.86784328553654,0.0,15.673280311000946,0.0,7.325310397911716,0.0,0.0,29.11199221090473,0.0,0.0
2.37,11168,100.0,0.0,48.31590751569593,0.0,0.0,0.0,0.0,0.0,13.353421061972602,38.32985486984887,0.0,0.0
2.5,11537,99.98,0.4710331256544886,49.2643106335541,1.8446251077276647,0.0,0.0,0.0,0.0,13.130864044273059,35.26814085280607,0.0,0.0
2.47,11538,99.98,0.20640777416320288,50.33042355555246,3.4594484343579435,0.0,0.0,0.0,0.0,12.537378663740943,33.44513556021569,0.0,0.0
2.49,11539,99.99,0.0,50.539549155166554,4.36933927032462,0.0,0.0,0.0,0.0,13.294072523919393,31.785733306703943,0.0,0.0
2.49,11540,99.99,0.09526512653686287,51.286087917688235,6.086641769606436,0.0,0.0,0.0,0.0,13.590815214185449,28.929691681645693,0.0,0.0
2.45,11541,99.97,0.20640777416320288,53.092599389366626,9.617515081873025,0.0,0.0,0.0,0.0,13.464699570822374,23.58688386259237,0.0,0.0
2.37,11542,99.97,0.1852377460439,55.244772117818584,13.493091065785695,0.0,0.0,0.0,0.0,12.945399862856773,18.099170494640834,0.0,0.0
2.83,11938,100.0,10.58501405965143,42.62359369754175,0.0,27.158442855359596,0.0,0.0,0.0,0.0,19.632364689434787,0.0,0.0
2.5,37578,100.0,0.0,46.3063787905808,0.0,9.219576653529968,0.0,0.0,0.0,10.16343714161248,34.30989448105985,0.0,0.0
2.51,144255,100.0,0.0,46.11782323509147,0.0,7.1469586461472625,0.0,0.0,0.0,12.611564336307458,34.12291957925571,0.0,0.0
2.47,12072,99.98,8.319821050886024,44.40544847634015,0.0,0.0,0.0,0.0,0.0,21.269032324819698,25.984836978230476,0.0,0.0
2.41,12073,99.99,8.346283586035153,47.014659910560745,0.0,0.0,0.0,0.0,0.0,14.221393431000823,30.406793405898405,0.0,0.0
2.44,12074,99.99,8.330406064945675,45.710281863964155,0.0,0.0,0.0,0.0,0.0,17.75263144516691,28.19581519206444,0.0,0.0
2.46,12075,99.99,15.634065766105161,44.0339530241882,0.0,0.0,0.0,0.0,0.0,19.978201622162345,20.342869316290525,0.0,0.0
2.45,12076,99.98,15.655235794224463,45.25006177660231,0.0,0.0,0.0,0.0,0.0,16.6695206256958,22.404267608681177,0.0,0.0
2.45,116772,99.99,12.109256084241235,45.474723249520224,0.0,0.0,0.0,0.0,0.0,17.19623890091805,25.20889113574329,0.0,0.0
2.48,12077,99.98,12.088086056121933,44.212288990160744,0.0,0.0,0.0,0.0,0.0,20.601361271721064,23.07737725517608,0.0,0.0
1.78,12095,100.0,0.0,68.94139615053146,31.054294742889976,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.85,18526,99.99,0.0,68.25373161730428,29.703432921574265,0.0,0.0,0.0,0.0,0.0,2.028677684574928,0.0,0.0
1.86,18527,99.99,0.0,67.56198105605327,28.33393852341281,0.0,0.0,0.0,0.0,0.0,4.090075976965581,0.0,0.0
1.87,18528,99.99,0.0,66.86238751791731,26.94891697787992,0.0,0.0,0.0,0.0,0.0,6.174846132081752,0.0,0.0
1.87,18529,99.99,0.0,66.15181381214245,25.542157426027007,0.0,0.0,0.0,0.0,0.0,8.292336895013646,0.0,0.0
1.88,18530,99.99,0.0,65.4302599387287,24.113659867854068,0.0,0.0,0.0,0.0,0.0,10.442548265761266,0.0,0.0
1.89,18531,99.99,0.0,64.69929449305302,22.666529732835393,0.0,0.0,0.0,0.0,0.0,12.620805871779508,0.0,0.0
1.93,18532,99.99,0.0,63.95891747511541,21.200767020970986,0.0,0.0,0.0,0.0,0.0,14.827109713068369,0.0,0.0
1.95,18533,99.99,0.0,63.20599169416192,19.71016087331227,0.0,0.0,0.0,0.0,0.0,17.07080853471806,0.0,0.0
2.21,12133,100.0,0.0,53.25544238066706,0.0,0.0,0.0,0.0,0.0,0.0,46.74372545103521,0.0,0.0
1.94,12096,99.99,0.0,67.00668871926896,29.663062338408505,0.0,0.0,0.0,0.0,3.316099563723196,0.0,0.0,0.0
2.04,12097,99.99,0.0,65.05299873914304,28.256302786555587,0.0,0.0,0.0,0.0,6.676710530986301,0.0,0.0,0.0
2.03,12078,99.99,0.0,64.33850868016752,26.87438667049699,0.0,0.0,0.0,0.0,6.72122193452621,2.0520495473004456,0.0,0.0
2.05,12079,99.98,0.0,63.60771290931499,25.470732548118356,0.0,0.0,0.0,0.0,6.765733338066118,4.132145329871513,0.0,0.0
2.06,12080,99.99,0.0,62.87541246864061,24.048445848893998,0.0,0.0,0.0,0.0,6.817663308862678,6.244961720258304,0.0,0.0
2.09,12081,99.98,0.0,62.124224957887286,22.604421143349615,0.0,0.0,0.0,0.0,6.862174712402587,8.385824345915717,0.0,0.0
2.11,12082,99.98,0.0,61.364638637697006,21.138658431485204,0.0,0.0,0.0,0.0,6.914104683199148,10.559407579388854,0.0,0.0
2.13,12083,99.99,0.0,60.6009662894829,19.654263142775065,0.0,0.0,0.0,0.0,6.966034653995708,12.765711420677716,0.0,0.0
2.14,12084,99.98,0.0,59.818406871189836,18.1481298477449,0.0,0.0,0.0,0.0,7.010546057535616,15.000061497237201,0.0,0.0
2.16,12085,99.98,0.0,59.025880048082854,16.617153116920427,0.0,0.0,0.0,0.0,7.062476028332176,17.27180655415751,0.0,0.0
2.18,12086,99.98,0.0,58.22394165271396,15.067543809250218,0.0,0.0,0.0,0.0,7.114405999128737,19.571597846348443,0.0,0.0
2.21,12087,99.99,0.0,57.41203585253113,13.493091065785695,0.0,0.0,0.0,0.0,7.173754537181948,21.908784118900204,0.0,0.0
2.23,12088,99.99,0.0,56.584999931130454,11.89379488652686,0.0,0.0,0.0,0.0,7.225684507978508,24.283365371812796,0.0,0.0
2.26,12089,99.99,0.0,55.74698384209087,10.272760700948004,0.0,0.0,0.0,0.0,7.277614478775069,26.690667232541106,0.0,0.0
2.29,12090,99.99,0.0,54.89210620862231,8.623777650100546,0.0,0.0,0.0,0.0,7.336963016828281,29.135364073630246,0.0,0.0
2.32,12091,99.98,0.0,54.02366704931288,6.953056592933065,0.0,0.0,0.0,0.0,7.388892987624841,31.612781522535112,0.0,0.0
2.35,12092,99.99,0.0,53.149017434050606,5.254386670496984,0.0,0.0,0.0,0.0,7.448241525678051,34.13694269689102,0.0,0.0
2.37,12093,99.99,0.0,52.256493511534366,3.53087331226659,0.0,0.0,0.0,0.0,7.5075900637312625,36.69382447906264,0.0,0.0
2.11,12094,99.99,0.0,63.0820576333648,26.837121516805517,0.0,0.0,0.0,0.0,10.066995767276012,0.0,0.0,0.0
2.18,75827,99.99,0.0,61.08523983910806,25.399307670209712,0.0,0.0,0.0,0.0,13.501792407105631,0.0,0.0,0.0
2.2,12099,99.99,0.0,60.332717333356015,23.98012640045964,0.0,0.0,0.0,0.0,13.598233781442099,2.075421410025964,0.0,0.0
2.21,12100,99.98,0.0,59.563889115727,22.539207124389545,0.0,0.0,0.0,0.0,13.69467515577857,4.178889055322547,0.0,0.0
2.25,12101,99.99,0.0,58.796300414312206,21.079655271473715,0.0,0.0,0.0,0.0,13.791116530115039,6.3197516809799605,0.0,0.0
2.28,12102,99.98,0.0,58.00708045678237,19.598365412237865,0.0,0.0,0.0,0.0,13.887557904451507,8.48398616936289,0.0,0.0
2.33,12103,99.99,0.0,57.21478723405368,18.09533754668199,0.0,0.0,0.0,0.0,13.991417846044627,10.685615638106649,0.0,0.0
2.33,12104,99.99,0.0,56.406188299448,16.57057167480609,0.0,0.0,0.0,0.0,14.095277787637748,12.915291342121028,0.0,0.0
2.38,12105,99.99,0.0,55.58660919720343,15.024067796610172,0.0,0.0,0.0,0.0,14.199137729230868,15.177687653951132,0.0,0.0
2.41,12106,99.99,0.0,54.754481331942955,13.452720482619938,0.0,0.0,0.0,0.0,14.302997670823988,17.477478946142067,0.0,0.0
2.44,12107,99.98,0.0,53.90604775480551,11.859635162309681,0.0,0.0,0.0,0.0,14.40685761241711,19.805316473603618,0.0,0.0
2.47,12108,99.99,0.0,53.05297231709221,10.241706406205113,0.0,0.0,0.0,0.0,14.51813612126688,22.175223353971102,0.0,0.0
2.51,12109,99.99,0.0,52.182022572124964,8.598934214306235,0.0,0.0,0.0,0.0,14.629414630116651,24.577850842154312,0.0,0.0
2.52,12110,99.99,0.0,51.298524064141816,6.931318586613043,0.0,0.0,0.0,0.0,14.740693138966424,27.017873310698352,0.0,0.0
2.52,12111,99.98,0.0,50.39715124890472,5.238859523125539,0.0,0.0,0.0,0.0,14.851971647816194,29.490616387058118,0.0,0.0
2.5,12112,99.99,0.0,49.489567977714785,3.5184515943694343,0.0,0.0,0.0,0.0,14.970668723922618,32.01010318886892,0.0,0.0
2.44,12113,99.99,0.0,48.56411039927088,1.7732002298190177,0.0,0.0,0.0,0.0,15.089365800029041,34.562310598495436,0.0,0.0
2.38,18425,99.99,0.0,47.6245354624341,0.0,0.0,0.0,0.0,0.0,15.208062876135465,37.15658736102789,0.0,0.0
2.27,12619,99.99,0.0,59.06685813778591,23.94596667624246,0.0,0.0,0.0,0.0,16.973681883218507,0.0,0.0,0.0
2.28,12114,99.98,0.0,58.291365957425604,22.508152829646654,0.0,0.0,0.0,0.0,17.092378959324932,2.0847701551161704,0.0,0.0
2.31,12115,99.99,0.0,57.512800511866416,21.048600976730825,0.0,0.0,0.0,0.0,17.218494602688008,4.206935290593169,0.0,0.0
2.35,12116,99.98,0.0,56.7169165916053,19.570416546969263,0.0,0.0,0.0,0.0,17.33719167879443,6.352472288795685,0.0,0.0
2.37,12117,99.99,0.0,55.917959406145286,18.070494110887676,0.0,0.0,0.0,0.0,17.463307322157505,8.53540426735903,0.0,0.0
2.41,12118,99.98,0.0,55.095802369193265,16.54572823901178,0.0,0.0,0.0,0.0,17.58942296552058,10.746382481192995,0.0,0.0
2.43,75828,99.99,0.0,46.23048895609781,0.0,0.0,0.0,0.0,0.0,18.976695042514397,34.7820061081153,0.0,0.0
2.34,75829,99.99,0.0,57.026912529398345,22.477098534903764,0.0,0.0,0.0,0.0,20.482664195614642,0.0,0.0,0.0
2.35,12119,99.99,0.0,56.236357576869814,21.020652111462223,0.0,0.0,0.0,0.0,20.63103554074767,2.098793272751481,0.0,0.0
2.39,12120,99.99,0.0,55.43482245670236,19.54246768170066,0.0,0.0,0.0,0.0,20.7794068858807,4.230307153318687,0.0,0.0
2.42,12121,99.98,0.0,54.616981624657946,18.042545245619078,0.0,0.0,0.0,0.0,20.92777823101373,6.389867269156514,0.0,0.0
2.44,12122,99.98,0.0,53.790741983176595,16.52088480321747,0.0,0.0,0.0,0.0,21.08356814340341,8.582147992810064,0.0,0.0
2.47,12123,99.99,0.0,52.96041631367139,14.980591783970125,0.0,0.0,0.0,0.0,21.23935805579309,10.807149324279342,0.0,0.0
2.49,12124,99.99,0.0,52.110647741535246,13.41234989945418,0.0,0.0,0.0,0.0,21.39514796818277,13.069545636109446,0.0,0.0
2.51,12125,99.98,0.0,51.24457345752212,11.822370008618215,0.0,0.0,0.0,0.0,21.55093788057245,15.35998818321017,0.0,0.0
2.52,12126,99.99,0.0,50.37542590831014,10.210652111462226,0.0,0.0,0.0,0.0,21.71414636021878,17.687825710671724,0.0,0.0
2.55,12127,99.99,0.0,49.48840405184419,8.574090778511922,0.0,0.0,0.0,0.0,21.877354839865113,20.048383845949,0.0,0.0
2.54,12128,99.99,0.0,48.58452065094927,6.90958058029302,0.0,0.0,0.0,0.0,22.047981886768095,22.44633696158711,0.0,0.0
2.53,12129,99.98,0.0,47.667075724213475,5.223332375754094,0.0,0.0,0.0,0.0,22.21119036641443,24.87701068504094,0.0,0.0
2.54,12130,99.99,0.0,46.74067615548875,3.5091353059465678,0.0,0.0,0.0,0.0,22.389235980574064,27.349753761400702,0.0,0.0
2.52,12131,99.98,0.0,45.7922523259311,1.7669893708704398,0.0,0.0,0.0,0.0,22.559863027477046,29.859891818121294,0.0,0.0
2.48,18426,99.99,0.0,44.83918663579761,0.0,0.0,0.0,0.0,0.0,22.737908641636682,32.41209922774782,0.0,0.0
2.55,75830,99.99,0.0,43.4533726875696,0.0,0.0,0.0,0.0,0.0,26.484285106245665,30.05154109247054,0.0,0.0
2.53,18427,99.99,0.0,42.07030292537768,0.0,0.0,0.0,0.0,0.0,30.223243003597993,27.695657329738363,0.0,0.0
2.5,75831,99.99,0.0,40.69272153525795,0.0,0.0,0.0,0.0,0.0,33.947363766437014,25.349122312096394,0.0,0.0
2.49,13833,99.99,0.0,43.92262849974185,0.0,0.0,0.0,0.0,0.0,25.215710105358266,30.85085879768324,0.0,0.0
2.56,13834,99.99,0.0,39.31788433117433,0.0,0.0,0.0,0.0,0.0,37.66406596201939,23.00726166699953,0.0,0.0
2.2,79905,100.0,0.0,53.25544238066706,0.0,0.0,0.0,0.0,0.0,0.0,46.74372545103521,0.0,0.0
2.37,12261,99.99,0.0,48.557558714706424,0.0,0.0,0.0,0.0,0.0,12.685750008873974,38.74587402636309,0.0,0.0
2.43,12320,99.99,0.0,47.92231234478087,0.0,0.0,0.0,0.0,7.70687524811433,9.718323106213393,34.64177493176219,0.0,0.0
2.55,12321,99.99,0.0,45.639425280408105,0.0,12.099800987927315,0.0,0.0,0.0,9.258371936301005,32.99172142334065,0.0,0.0
2.42,12328,99.98,0.0,44.86221130165507,0.0,0.0,15.473954562826448,0.0,7.21238090512108,0.0,32.430796717928224,0.0,0.0
2.53,12329,99.99,0.0,42.85903542505693,0.0,11.363664247374148,14.784931907936642,0.0,0.0,0.0,30.981741228946138,0.0,0.0
2.4,12354,99.98,0.0,48.56061495951268,0.0,5.345925067318152,0.0,0.0,0.0,7.663379976120944,38.409319203115636,0.0,0.0
2.42,12355,99.99,0.0,47.57776184760463,0.0,5.338778108672004,0.0,0.0,0.0,10.341482755772116,36.73121945942347,0.0,0.0
2.45,12356,99.98,0.0,46.87239718101044,0.0,5.331631150025857,0.0,0.0,0.0,12.240635973474886,35.53458008787697,0.0,0.0
2.44,12357,99.99,0.0,46.032513426131224,0.0,5.331631150025857,0.0,0.0,0.0,14.52555468852353,34.09954771653019,0.0,0.0
2.5,12358,99.98,0.0,45.32714875953704,0.0,5.32448419137971,0.0,0.0,0.0,16.424707906226303,32.902908344983686,0.0,0.0
2.54,12359,99.99,0.0,45.80366798683551,0.0,12.450001961588532,0.0,0.0,0.0,8.486840941609254,33.24881191332135,0.0,0.0
2.42,12360,99.99,0.0,48.095621589446324,0.0,6.689553292793837,0.0,0.0,0.0,7.678217110634247,37.52586279209107,0.0,0.0
2.56,12361,99.99,0.0,46.100245880725325,0.0,16.931145032722867,0.0,0.0,0.0,3.494145177882831,33.46383305039611,0.0,0.0
2.47,12362,99.99,0.0,47.27173476269931,0.0,9.05519660466858,0.0,0.0,0.0,7.6930542451475485,35.9692967345716,0.0,0.0
2.62,12363,99.99,0.0,44.534973107543614,0.0,16.902557198138275,0.0,0.0,0.0,7.75240278320076,30.7994406996871,0.0,0.0
2.52,12364,99.99,0.0,46.32395110858972,0.0,11.77104089020454,0.0,0.0,0.0,7.715309946917504,34.17901204979695,0.0,0.0
2.52,12365,99.98,0.0,45.50641051680687,0.0,8.018887600977228,0.0,0.0,0.0,13.420188167282467,33.03379077624658,0.0,0.0
2.54,12366,99.99,0.0,45.848958871668756,0.0,13.136109991618667,0.0,0.0,0.0,7.722728514174156,33.28153252113707,0.0,0.0
2.56,12367,99.98,0.0,45.95823263253186,0.0,14.851380066694011,0.0,0.0,0.0,5.8087381619580825,33.36099685440383,0.0,0.0
2.44,12368,99.99,0.0,47.741781993851845,0.0,7.7044214205467485,0.0,0.0,0.0,7.685635677890898,36.857427518141264,0.0,0.0
2.49,12369,99.98,0.0,46.91256962286677,0.0,10.070064732421493,0.0,0.0,0.0,7.700472812404201,35.29618708807669,0.0,0.0
2.66,12370,99.99,0.0,43.93361154037585,0.0,18.624974231859763,0.0,0.0,0.0,7.767239917714065,29.663568171226945,0.0,0.0
2.49,12371,99.98,0.0,46.86461289150735,0.0,10.613233589528685,0.0,0.0,0.0,7.322125882314976,35.1793277744491,0.0,0.0
2.54,12372,99.98,0.0,45.718462009881506,0.0,12.514324589403858,0.0,0.0,0.0,8.642630853998934,33.10390636442313,0.0,0.0
2.36,4458,99.99,0.0,48.74416336516089,0.0,0.0,0.0,0.0,0.0,12.181287435421675,39.06373135943012,0.0,0.0
2.41,4459,99.98,0.0,49.48744054997966,1.422286699224361,0.0,0.0,0.0,0.0,12.099683195598507,36.969612459223754,0.0,0.0
2.46,4460,99.98,0.0,50.22388752073848,2.8259408216029875,0.0,0.0,0.0,0.0,12.025497523031994,34.903539794287994,0.0,0.0
2.48,4461,99.98,0.0,50.95249151461236,4.21406779661017,0.0,0.0,0.0,0.0,11.95131185046548,32.86083899207775,0.0,0.0
2.49,4462,99.99,0.0,51.67857807583938,5.586667624245906,0.0,0.0,0.0,0.0,11.877126177898965,30.846184425138134,0.0,0.0
2.48,4463,99.98,0.0,52.38460197632836,6.94063487503591,0.0,0.0,0.0,0.0,11.802940505332451,28.850227348378933,0.0,0.0
2.47,4464,99.98,0.0,53.08379566275738,8.275969548980179,0.0,0.0,0.0,0.0,11.736173400022588,26.882316506890348,0.0,0.0
2.41,4465,99.99,0.0,54.46829243061178,10.90316288422867,0.0,0.0,0.0,0.0,11.595220622146211,23.02128478463484,0.0,0.0
2.49,4466,99.99,0.0,44.2848610565064,0.0,0.0,0.0,0.0,0.0,24.236459227480275,31.4678759736369,0.0,0.0
2.51,4469,99.99,0.0,49.85582986299933,4.210962367135881,0.0,0.0,0.0,0.0,14.92615732038271,30.99576434658145,0.0,0.0
2.4,4470,99.98,0.0,53.474436837375976,6.946845733984488,0.0,0.0,0.0,0.0,8.865187871698478,30.691930131149718,0.0,0.0
2.13,4472,99.98,0.0,57.02936485338141,9.63304222924447,0.0,0.0,0.0,0.0,2.92291549912067,30.392770288263094,0.0,0.0
2.44,12398,99.99,0.0,46.23048895609781,0.0,0.0,0.0,0.0,0.0,18.976695042514397,34.7820061081153,0.0,0.0
2.45,12399,99.99,4.302808215248307,45.96117348472076,0.0,0.0,0.0,0.0,0.0,18.346116825699028,31.379062895279937,0.0,0.0
2.47,12400,99.99,8.330406064945675,45.710281863964155,0.0,0.0,0.0,0.0,0.0,17.75263144516691,28.19581519206444,0.0,0.0
2.49,12401,99.98,15.655235794224463,45.25006177660231,0.0,0.0,0.0,0.0,0.0,16.6695206256958,22.404267608681177,0.0,0.0
2.49,12402,99.98,18.989515223014667,45.041731672204236,0.0,0.0,0.0,0.0,0.0,16.179895186756802,19.767921493242792,0.0,0.0
2.43,12403,99.98,2.7891512047181517,46.92571399931923,0.0,0.0,0.0,0.0,0.0,16.20215088852676,34.06215273616936,0.0,0.0
2.42,12404,99.98,5.303092043885366,47.55413029820801,0.0,0.0,0.0,0.0,0.0,13.709512290291872,33.41241495239997,0.0,0.0
2.4,12405,99.99,7.885835474440316,48.20453362045949,0.0,0.0,0.0,0.0,0.0,11.150106586747123,32.74865405099527,0.0,0.0
2.37,12406,99.99,10.288633665981191,48.80751286093562,0.0,0.0,0.0,0.0,0.0,8.761327930105358,32.1316368750416,0.0,0.0
2.39,12407,99.98,12.156888647509666,49.27002021759201,0.0,0.0,0.0,0.0,0.0,6.906686115942497,31.645502130350838,0.0,0.0
2.4,12408,99.98,13.109539912878295,49.51000563513208,0.0,0.0,0.0,0.0,0.0,5.95710950709111,31.40243475800546,0.0,0.0
2.43,12409,99.99,6.118138126478526,46.80565318910361,0.0,0.0,0.0,0.0,0.0,15.489968431888219,31.575386542174286,0.0,0.0
2.42,12410,99.98,13.368872757339757,47.47097118249424,0.0,0.0,0.0,0.0,0.0,11.38750073895997,27.751749800279605,0.0,0.0
2.43,12411,99.98,14.998964922526076,47.63731935782732,0.0,0.0,0.0,0.0,0.0,10.423086995595282,26.91971148725118,0.0,0.0
2.44,12412,99.98,16.655519622861522,47.792344130744326,0.0,0.0,0.0,0.0,0.0,9.480928954000548,26.05027819386192,0.0,0.0
2.46,12413,99.98,18.396754435674183,47.9566875041291,0.0,0.0,0.0,0.0,0.0,8.486840941609254,25.138775547566738,0.0,0.0
2.34,12414,99.99,8.75909913436156,49.46639621824198,0.0,0.0,0.0,0.0,0.0,7.463078660191355,34.300545735969635,0.0,0.0
2.33,12415,99.99,7.663550179187635,49.94012461313207,0.0,0.0,0.0,0.0,0.0,6.528339185853273,35.85711179348911,0.0,0.0
2.31,12416,99.99,6.546831195894409,50.42181405554058,0.0,0.0,0.0,0.0,0.0,5.578762577001887,37.4417240862792,0.0,0.0
2.16,12422,99.91,0.0,57.7693480028786,13.806739442688883,0.0,0.0,0.0,0.0,6.52092061859662,21.81062229545303,0.0,0.0
2.18,12424,99.99,0.0,57.84182413883637,14.300502729100833,0.0,0.0,0.0,0.0,7.114405999128737,20.730842237534116,0.0,0.0
2.04,12425,100.0,0.0,58.0396582804757,9.471559896581443,0.0,0.0,0.0,0.0,0.0,32.48688918846947,0.0,0.0
1.97,12426,100.0,0.0,60.36117943841563,14.067595518529158,0.0,0.0,0.0,0.0,0.0,25.568817821716262,0.0,0.0
